
result 1
0: 11 5 9 | waste: 0/25
23: 6 7 | waste: 0/13
24: 6 7 | waste: 0/13
fitness: 0.990769 total_wastage: 1 found at: 663

result 8
0: 5 8 | waste: 0/13
1: 10 5 10 | waste: 0/25
2: 7 6 | waste: 0/13
3: 10 10 | waste: 0/20
4: 7 6 | waste: 0/13
5: 6 7 | waste: 0/13
6: 6 7 | waste: 0/13
7: 8 11 6 | waste: 0/25
8: 7 6 | waste: 0/13
9: 7 8 10 | waste: 0/25
10: 9 11 5 | waste: 0/25
11: 7 7 11 | waste: 0/25
12: 6 7 | waste: 0/13
13: 8 5 | waste: 0/13
14: 9 11 | waste: 0/20
15: 7 6 | waste: 0/13
16: 6 11 8 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 11 9 | waste: 0/20
19: 8 5 | waste: 0/13
20: 9 11 | waste: 0/20
21: 7 6 | waste: 0/13
22: 6 7 | waste: 0/13
23: 7 6 | waste: 0/13
24: 10 5 5 | waste: 0/20
25: 12 8 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 1854

result 9
0: 8 5 | waste: 0/13
1: 10 10 | waste: 0/20
2: 6 7 | waste: 0/13
3: 7 6 | waste: 0/13
4: 11 9 | waste: 0/20
5: 7 6 | waste: 0/13
6: 10 10 | waste: 0/20
7: 6 7 | waste: 0/13
8: 5 11 9 | waste: 0/25
9: 6 7 | waste: 0/13
10: 11 9 | waste: 0/20
11: 8 11 6 | waste: 0/25
12: 7 6 | waste: 0/13
13: 7 7 11 | waste: 0/25
14: 10 10 | waste: 0/20
15: 11 9 | waste: 0/20
16: 6 7 | waste: 0/13
17: 8 5 | waste: 0/13
18: 7 6 | waste: 0/13
19: 11 7 7 | waste: 0/25
20: 5 8 | waste: 0/13
21: 6 7 | waste: 0/13
22: 6 7 | waste: 0/13
23: 6 7 12 | waste: 0/25
24: 11 8 5 | waste: 1/25
25: 5 8 | waste: 0/13
26: 5 8 | waste: 0/13
fitness: 0.991534 total_wastage: 1 found at: 303

result 10
0: 5 7 6 7 | waste: 0/25
1: 7 6 | waste: 0/13
2: 11 9 5 | waste: 0/25
3: 11 9 | waste: 0/20
4: 5 10 5 | waste: 0/20
5: 7 11 7 | waste: 0/25
6: 7 11 7 | waste: 0/25
7: 8 5 | waste: 0/13
8: 6 8 11 | waste: 0/25
9: 11 9 | waste: 0/20
10: 8 11 6 | waste: 0/25
11: 7 8 10 | waste: 0/25
12: 10 10 | waste: 0/20
13: 8 11 6 | waste: 0/25
14: 10 10 | waste: 0/20
15: 8 5 | waste: 0/13
16: 6 7 | waste: 0/13
17: 6 9 5 | waste: 0/20
18: 8 12 | waste: 0/20
19: 7 6 | waste: 0/13
20: 7 6 | waste: 0/13
21: 7 6 | waste: 0/13
22: 7 6 7 | waste: 0/20
23: 7 6 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 281

result 11
0: 7 12 6 | waste: 0/25
1: 9 11 | waste: 0/20
2: 7 6 | waste: 0/13
3: 11 9 | waste: 0/20
4: 11 9 | waste: 0/20
5: 7 6 | waste: 0/13
6: 7 6 | waste: 0/13
7: 5 8 | waste: 0/13
8: 7 6 | waste: 0/13
9: 8 6 11 | waste: 0/25
10: 6 7 | waste: 0/13
11: 8 7 10 | waste: 0/25
12: 8 5 | waste: 0/13
13: 10 10 | waste: 0/20
14: 6 7 | waste: 0/13
15: 7 7 11 | waste: 0/25
16: 10 5 5 | waste: 0/20
17: 8 6 11 | waste: 0/25
18: 8 5 | waste: 0/13
19: 7 6 | waste: 0/13
20: 10 10 | waste: 0/20
21: 7 11 7 | waste: 0/25
22: 6 7 | waste: 0/13
23: 6 7 | waste: 0/13
24: 9 11 5 | waste: 0/25
25: 5 8 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 1347

result 12
0: 7 6 | waste: 0/13
1: 5 8 | waste: 0/13
2: 9 11 5 | waste: 0/25
3: 7 12 6 | waste: 0/25
4: 5 8 | waste: 0/13
5: 11 7 7 | waste: 0/25
6: 11 9 5 | waste: 0/25
7: 6 7 | waste: 0/13
8: 6 7 | waste: 0/13
9: 7 6 | waste: 0/13
10: 9 11 | waste: 0/20
11: 8 5 | waste: 0/13
12: 7 6 | waste: 0/13
13: 8 6 11 | waste: 0/25
14: 9 10 6 | waste: 0/25
15: 11 11 | waste: 3/25
16: 8 5 | waste: 0/13
17: 10 8 7 | waste: 0/25
18: 11 7 7 | waste: 0/25
19: 6 7 | waste: 0/13
20: 10 10 | waste: 0/20
21: 7 6 | waste: 0/13
22: 6 7 | waste: 0/13
23: 6 7 | waste: 0/13
24: 5 8 | waste: 0/13
25: 10 10 | waste: 0/20
fitness: 0.985745 total_wastage: 3 found at: 232

result 13
0: 7 6 | waste: 0/13
1: 10 10 | waste: 0/20
2: 11 9 | waste: 0/20
3: 11 9 | waste: 0/20
4: 8 5 | waste: 0/13
5: 11 6 8 | waste: 0/25
6: 8 12 | waste: 0/20
7: 7 7 11 | waste: 0/25
8: 6 7 | waste: 0/13
9: 5 8 | waste: 0/13
10: 7 6 | waste: 0/13
11: 11 6 8 | waste: 0/25
12: 7 6 | waste: 0/13
13: 11 9 5 | waste: 0/25
14: 7 8 10 | waste: 0/25
15: 5 10 5 | waste: 0/20
16: 6 7 | waste: 0/13
17: 7 11 7 | waste: 0/25
18: 7 6 | waste: 0/13
19: 8 5 | waste: 0/13
20: 9 11 5 | waste: 0/25
21: 7 6 | waste: 0/13
22: 10 10 | waste: 0/20
23: 6 7 | waste: 0/13
24: 7 6 | waste: 0/13
25: 6 7 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 287

result 14
0: 6 7 | waste: 0/13
1: 7 6 | waste: 0/13
2: 5 10 5 | waste: 0/20
3: 6 10 9 | waste: 0/25
4: 10 10 | waste: 0/20
5: 6 7 | waste: 0/13
6: 7 6 | waste: 0/13
7: 6 6 7 6 | waste: 0/25
8: 11 8 6 | waste: 0/25
9: 9 11 | waste: 0/20
10: 5 8 | waste: 0/13
11: 7 6 | waste: 0/13
12: 8 12 | waste: 0/20
13: 6 7 | waste: 0/13
14: 11 7 7 | waste: 0/25
15: 8 5 | waste: 0/13
16: 7 6 7 | waste: 0/20
17: 11 9 | waste: 0/20
18: 5 8 | waste: 0/13
19: 8 11 5 | waste: 1/25
20: 7 11 7 | waste: 0/25
21: 11 7 7 | waste: 0/25
22: 11 9 | waste: 0/20
23: 8 5 | waste: 0/13
24: 10 10 | waste: 0/20
fitness: 0.990769 total_wastage: 1 found at: 105

result 15
0: 11 9 | waste: 0/20
1: 8 5 | waste: 0/13
2: 7 6 7 5 | waste: 0/25
3: 11 7 7 | waste: 0/25
4: 5 10 5 | waste: 0/20
5: 7 6 | waste: 0/13
6: 8 5 | waste: 0/13
7: 6 7 | waste: 0/13
8: 11 9 | waste: 0/20
9: 7 6 | waste: 0/13
10: 7 6 | waste: 0/13
11: 10 10 | waste: 0/20
12: 6 7 | waste: 0/13
13: 10 7 8 | waste: 0/25
14: 10 10 | waste: 0/20
15: 11 5 8 | waste: 1/25
16: 6 6 8 | waste: 0/20
17: 11 9 | waste: 0/20
18: 6 7 | waste: 0/13
19: 6 7 | waste: 0/13
20: 7 7 11 | waste: 0/25
21: 12 8 5 | waste: 0/25
22: 11 9 | waste: 0/20
23: 8 6 11 | waste: 0/25
24: 7 6 | waste: 0/13
fitness: 0.990769 total_wastage: 1 found at: 98

result 16
0: 7 12 6 | waste: 0/25
1: 11 9 | waste: 0/20
2: 10 10 | waste: 0/20
3: 11 6 8 | waste: 0/25
4: 7 6 | waste: 0/13
5: 11 6 8 | waste: 0/25
6: 11 9 | waste: 0/20
7: 9 11 | waste: 0/20
8: 6 7 | waste: 0/13
9: 5 8 | waste: 0/13
10: 7 7 11 | waste: 0/25
11: 6 7 | waste: 0/13
12: 6 7 | waste: 0/13
13: 7 6 | waste: 0/13
14: 8 5 | waste: 0/13
15: 7 6 | waste: 0/13
16: 5 8 | waste: 0/13
17: 7 6 | waste: 0/13
18: 10 10 5 | waste: 0/25
19: 8 5 | waste: 0/13
20: 11 9 | waste: 0/20
21: 11 7 7 | waste: 0/25
22: 7 6 | waste: 0/13
23: 7 7 5 6 | waste: 0/25
24: 5 8 | waste: 0/13
25: 10 10 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 84

result 17
0: 6 5 9 | waste: 0/20
1: 10 5 5 | waste: 0/20
2: 10 10 | waste: 0/20
3: 7 12 5 | waste: 1/25
4: 8 6 11 | waste: 0/25
5: 7 6 | waste: 0/13
6: 10 8 7 | waste: 0/25
7: 8 5 | waste: 0/13
8: 11 9 | waste: 0/20
9: 6 7 | waste: 0/13
10: 10 10 | waste: 0/20
11: 7 6 | waste: 0/13
12: 5 8 | waste: 0/13
13: 7 7 11 | waste: 0/25
14: 7 6 | waste: 0/13
15: 9 11 | waste: 0/20
16: 9 11 | waste: 0/20
17: 6 7 7 | waste: 0/20
18: 8 6 11 | waste: 0/25
19: 7 6 | waste: 0/13
20: 11 8 6 | waste: 0/25
21: 7 6 | waste: 0/13
22: 11 7 7 | waste: 0/25
23: 7 6 | waste: 0/13
24: 8 5 | waste: 0/13
fitness: 0.990769 total_wastage: 1 found at: 267

result 18
0: 6 7 | waste: 0/13
1: 11 9 | waste: 0/20
2: 11 9 | waste: 0/20
3: 6 7 | waste: 0/13
4: 5 8 | waste: 0/13
5: 7 7 11 | waste: 0/25
6: 7 6 | waste: 0/13
7: 7 6 | waste: 0/13
8: 6 7 | waste: 0/13
9: 5 8 | waste: 0/13
10: 11 9 5 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 6 7 | waste: 0/13
14: 11 8 6 | waste: 0/25
15: 8 5 | waste: 0/13
16: 5 8 | waste: 0/13
17: 12 7 6 | waste: 0/25
18: 6 7 | waste: 0/13
19: 6 7 | waste: 0/13
20: 8 6 6 | waste: 0/20
21: 10 10 | waste: 0/20
22: 10 5 10 | waste: 0/25
23: 8 5 | waste: 0/13
24: 11 9 | waste: 0/20
25: 10 10 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 125

result 19
0: 6 7 | waste: 0/13
1: 10 10 | waste: 0/20
2: 11 9 | waste: 0/20
3: 7 6 | waste: 0/13
4: 8 6 11 | waste: 0/25
5: 6 7 | waste: 0/13
6: 12 8 | waste: 0/20
7: 10 10 | waste: 0/20
8: 5 8 | waste: 0/13
9: 6 7 | waste: 0/13
10: 8 5 | waste: 0/13
11: 7 6 | waste: 0/13
12: 6 9 5 | waste: 0/20
13: 7 7 11 | waste: 0/25
14: 6 7 | waste: 0/13
15: 5 11 8 | waste: 1/25
16: 8 5 | waste: 0/13
17: 11 7 7 | waste: 0/25
18: 7 6 | waste: 0/13
19: 5 10 5 | waste: 0/20
20: 11 9 | waste: 0/20
21: 10 7 8 | waste: 0/25
22: 11 9 | waste: 0/20
23: 7 6 6 6 | waste: 0/25
24: 11 7 7 | waste: 0/25
fitness: 0.990769 total_wastage: 1 found at: 242

result 20
0: 7 6 | waste: 0/13
1: 7 11 7 | waste: 0/25
2: 12 8 | waste: 0/20
3: 9 11 5 | waste: 0/25
4: 11 7 7 | waste: 0/25
5: 6 7 | waste: 0/13
6: 11 9 | waste: 0/20
7: 7 6 | waste: 0/13
8: 11 9 | waste: 0/20
9: 7 6 | waste: 0/13
10: 5 8 | waste: 0/13
11: 10 9 6 | waste: 0/25
12: 7 6 | waste: 0/13
13: 6 8 11 | waste: 0/25
14: 8 5 | waste: 0/13
15: 5 8 | waste: 0/13
16: 8 6 11 | waste: 0/25
17: 7 6 | waste: 0/13
18: 6 7 | waste: 0/13
19: 7 11 7 | waste: 0/25
20: 10 5 5 | waste: 0/20
21: 5 8 | waste: 0/13
22: 6 7 | waste: 0/13
23: 7 6 | waste: 0/13
24: 10 10 | waste: 0/20
25: 10 10 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 262


1, 1, 0.990769, 1, 0.990769, 0.990769, 0.990769, 1, 0.991534, 1, 1, 0.985745, 1, 0.990769, 0.990769, 1, 0.990769, 1, 0.990769, 1 
197, 90, 194, 265, 155, 74, 663, 1854, 303, 281, 1347, 232, 287, 105, 98, 84, 267, 125, 242, 262 
