
result 1
0: 10 8 7 | waste: 0/25
14: 11 8 6 | waste: 0/25
15: 7 11 7 | waste: 0/25
16: 6 7 6 6 | waste: 0/25
17: 8 6 | waste: 11/25
18: 10 9 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 213

result 4
0: 11 7 7 | waste: 0/25
1: 10 7 8 | waste: 0/25
2: 6 7 5 7 | waste: 0/25
3: 10 10 5 | waste: 0/25
4: 11 8 6 | waste: 0/25
5: 12 8 5 | waste: 0/25
6: 6 9 10 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 11 8 6 | waste: 0/25
9: 11 7 7 | waste: 0/25
10: 9 10 6 | waste: 0/25
11: 11 8 6 | waste: 0/25
12: 6 11 8 | waste: 0/25
13: 5 6 9 5 | waste: 0/25
14: 7 6 7 5 | waste: 0/25
15: 9 5 | waste: 11/25
16: 6 7 6 6 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 7 10 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 419

result 5
0: 6 7 5 7 | waste: 0/25
1: 8 11 6 | waste: 0/25
2: 7 11 7 | waste: 0/25
3: 7 12 6 | waste: 0/25
4: 6 11 8 | waste: 0/25
5: 11 6 8 | waste: 0/25
6: 9 10 6 | waste: 0/25
7: 6 8 11 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 8 5 6 6 | waste: 0/25
10: 7 9 9 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 7 7 | waste: 11/25
13: 6 5 8 6 | waste: 0/25
14: 7 8 10 | waste: 0/25
15: 7 11 7 | waste: 0/25
16: 9 6 5 5 | waste: 0/25
17: 5 10 10 | waste: 0/25
18: 5 10 10 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 244

result 6
0: 5 12 8 | waste: 0/25
1: 5 8 7 5 | waste: 0/25
2: 8 10 7 | waste: 0/25
3: 11 8 6 | waste: 0/25
4: 10 9 6 | waste: 0/25
5: 9 10 6 | waste: 0/25
6: 10 7 8 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 7 7 | waste: 11/25
9: 7 7 6 5 | waste: 0/25
10: 6 6 7 6 | waste: 0/25
11: 10 10 5 | waste: 0/25
12: 8 11 6 | waste: 0/25
13: 5 11 9 | waste: 0/25
14: 6 7 6 6 | waste: 0/25
15: 7 11 7 | waste: 0/25
16: 7 11 7 | waste: 0/25
17: 9 11 5 | waste: 0/25
18: 6 11 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 186

result 7
0: 7 6 6 6 | waste: 0/25
1: 5 6 8 6 | waste: 0/25
2: 7 8 10 | waste: 0/25
3: 10 8 7 | waste: 0/25
4: 5 11 9 | waste: 0/25
5: 11 8 6 | waste: 0/25
6: 11 6 8 | waste: 0/25
7: 6 7 7 5 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 12 7 6 | waste: 0/25
10: 11 8 6 | waste: 0/25
11: 6 10 9 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 5 7 6 7 | waste: 0/25
14: 11 9 5 | waste: 0/25
15: 7 7 | waste: 11/25
16: 7 8 10 | waste: 0/25
17: 10 5 10 | waste: 0/25
18: 9 11 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 423

result 8
0: 6 7 7 5 | waste: 0/25
1: 6 6 6 7 | waste: 0/25
2: 7 11 7 | waste: 0/25
3: 8 10 7 | waste: 0/25
4: 8 6 | waste: 11/25
5: 10 7 8 | waste: 0/25
6: 11 9 5 | waste: 0/25
7: 6 11 8 | waste: 0/25
8: 11 5 9 | waste: 0/25
9: 8 10 7 | waste: 0/25
10: 9 6 10 | waste: 0/25
11: 6 5 6 8 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 7 5 7 6 | waste: 0/25
14: 10 5 10 | waste: 0/25
15: 11 7 7 | waste: 0/25
16: 11 9 5 | waste: 0/25
17: 12 7 6 | waste: 0/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 246

result 9
0: 5 6 9 5 | waste: 0/25
1: 11 8 6 | waste: 0/25
2: 6 7 6 6 | waste: 0/25
3: 7 7 6 5 | waste: 0/25
4: 11 7 7 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 6 11 8 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 9 10 6 | waste: 0/25
9: 12 8 5 | waste: 0/25
10: 7 7 6 5 | waste: 0/25
11: 10 5 10 | waste: 0/25
12: 11 8 6 | waste: 0/25
13: 7 7 | waste: 11/25
14: 9 10 6 | waste: 0/25
15: 7 10 8 | waste: 0/25
16: 11 8 6 | waste: 0/25
17: 9 11 5 | waste: 0/25
18: 7 10 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 117

result 10
0: 7 11 7 | waste: 0/25
1: 5 6 9 5 | waste: 0/25
2: 6 12 7 | waste: 0/25
3: 10 10 5 | waste: 0/25
4: 6 11 8 | waste: 0/25
5: 11 8 6 | waste: 0/25
6: 9 6 5 5 | waste: 0/25
7: 7 8 10 | waste: 0/25
8: 11 8 6 | waste: 0/25
9: 10 7 8 | waste: 0/25
10: 5 7 7 6 | waste: 0/25
11: 7 6 6 6 | waste: 0/25
12: 10 8 7 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 11 5 9 | waste: 0/25
15: 10 9 6 | waste: 0/25
16: 11 7 7 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 7 7 | waste: 11/25
fitness: 0.964202 total_wastage: 11 found at: 82

result 11
0: 6 7 5 7 | waste: 0/25
1: 10 9 6 | waste: 0/25
2: 10 7 8 | waste: 0/25
3: 11 9 5 | waste: 0/25
4: 7 11 7 | waste: 0/25
5: 10 6 9 | waste: 0/25
6: 8 11 6 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 10 8 7 | waste: 0/25
9: 8 6 11 | waste: 0/25
10: 7 12 6 | waste: 0/25
11: 6 9 10 | waste: 0/25
12: 6 7 5 7 | waste: 0/25
13: 7 7 | waste: 11/25
14: 8 11 6 | waste: 0/25
15: 8 11 6 | waste: 0/25
16: 5 5 10 5 | waste: 0/25
17: 11 8 6 | waste: 0/25
18: 7 5 7 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 590

result 12
0: 8 11 6 | waste: 0/25
1: 6 11 8 | waste: 0/25
2: 6 8 5 6 | waste: 0/25
3: 7 11 7 | waste: 0/25
4: 6 7 6 6 | waste: 0/25
5: 5 8 7 5 | waste: 0/25
6: 7 6 7 5 | waste: 0/25
7: 10 10 5 | waste: 0/25
8: 9 10 6 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 8 10 7 | waste: 0/25
11: 11 8 6 | waste: 0/25
12: 10 6 9 | waste: 0/25
13: 10 7 8 | waste: 0/25
14: 7 11 7 | waste: 0/25
15: 9 11 5 | waste: 0/25
16: 11 9 5 | waste: 0/25
17: 12 6 7 | waste: 0/25
18: 7 7 | waste: 11/25
fitness: 0.964202 total_wastage: 11 found at: 154

result 13
0: 7 12 6 | waste: 0/25
1: 7 6 6 6 | waste: 0/25
2: 11 7 7 | waste: 0/25
3: 10 10 5 | waste: 0/25
4: 11 6 8 | waste: 0/25
5: 6 11 8 | waste: 0/25
6: 11 7 7 | waste: 0/25
7: 6 11 8 | waste: 0/25
8: 7 5 5 8 | waste: 0/25
9: 8 7 10 | waste: 0/25
10: 7 11 7 | waste: 0/25
11: 11 9 5 | waste: 0/25
12: 7 7 5 6 | waste: 0/25
13: 6 9 10 | waste: 0/25
14: 10 10 5 | waste: 0/25
15: 6 11 8 | waste: 0/25
16: 5 6 8 6 | waste: 0/25
17: 7 9 9 | waste: 0/25
18: 7 7 | waste: 11/25
fitness: 0.964202 total_wastage: 11 found at: 203

result 14
0: 7 6 12 | waste: 0/25
1: 9 10 6 | waste: 0/25
2: 8 11 6 | waste: 0/25
3: 7 10 8 | waste: 0/25
4: 8 7 10 | waste: 0/25
5: 9 11 5 | waste: 0/25
6: 8 5 7 5 | waste: 0/25
7: 6 7 7 5 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 11 7 7 | waste: 0/25
10: 5 10 10 | waste: 0/25
11: 11 7 7 | waste: 0/25
12: 6 6 8 5 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 6 9 10 | waste: 0/25
16: 11 9 5 | waste: 0/25
17: 7 6 6 6 | waste: 0/25
18: 8 6 | waste: 11/25
fitness: 0.964202 total_wastage: 11 found at: 247

result 15
0: 7 6 6 6 | waste: 0/25
1: 7 11 7 | waste: 0/25
2: 7 11 7 | waste: 0/25
3: 11 9 5 | waste: 0/25
4: 6 7 7 5 | waste: 0/25
5: 7 10 8 | waste: 0/25
6: 10 9 6 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 10 7 8 | waste: 0/25
9: 12 6 7 | waste: 0/25
10: 10 6 9 | waste: 0/25
11: 10 7 8 | waste: 0/25
12: 10 5 5 5 | waste: 0/25
13: 11 8 6 | waste: 0/25
14: 6 11 8 | waste: 0/25
15: 8 6 5 6 | waste: 0/25
16: 9 11 5 | waste: 0/25
17: 7 7 | waste: 11/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 322

result 16
0: 6 8 6 5 | waste: 0/25
1: 7 6 6 6 | waste: 0/25
2: 10 10 5 | waste: 0/25
3: 7 10 8 | waste: 0/25
4: 10 7 8 | waste: 0/25
5: 5 6 7 7 | waste: 0/25
6: 7 9 9 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 7 6 12 | waste: 0/25
9: 7 7 | waste: 11/25
10: 9 11 5 | waste: 0/25
11: 11 6 8 | waste: 0/25
12: 11 6 8 | waste: 0/25
13: 7 11 7 | waste: 0/25
14: 8 11 6 | waste: 0/25
15: 5 10 5 5 | waste: 0/25
16: 8 11 6 | waste: 0/25
17: 9 10 6 | waste: 0/25
18: 7 11 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 268

result 17
0: 11 7 7 | waste: 0/25
1: 7 11 7 | waste: 0/25
2: 10 9 6 | waste: 0/25
3: 9 10 6 | waste: 0/25
4: 7 6 5 7 | waste: 0/25
5: 9 11 5 | waste: 0/25
6: 6 8 11 | waste: 0/25
7: 8 10 7 | waste: 0/25
8: 8 11 6 | waste: 0/25
9: 11 8 6 | waste: 0/25
10: 12 6 7 | waste: 0/25
11: 6 11 8 | waste: 0/25
12: 5 7 8 5 | waste: 0/25
13: 6 6 7 6 | waste: 0/25
14: 10 10 5 | waste: 0/25
15: 9 5 | waste: 11/25
16: 7 7 6 5 | waste: 0/25
17: 11 7 7 | waste: 0/25
18: 10 8 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 172

result 18
0: 7 6 5 7 | waste: 0/25
1: 8 6 | waste: 11/25
2: 10 9 6 | waste: 0/25
3: 6 8 11 | waste: 0/25
4: 9 11 5 | waste: 0/25
5: 11 7 7 | waste: 0/25
6: 9 6 10 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 10 8 7 | waste: 0/25
9: 6 6 7 6 | waste: 0/25
10: 11 7 7 | waste: 0/25
11: 11 6 8 | waste: 0/25
12: 7 10 8 | waste: 0/25
13: 8 12 5 | waste: 0/25
14: 8 11 6 | waste: 0/25
15: 7 7 5 6 | waste: 0/25
16: 7 7 5 6 | waste: 0/25
17: 5 11 9 | waste: 0/25
18: 5 10 10 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 507

result 19
0: 7 5 7 6 | waste: 0/25
1: 7 8 10 | waste: 0/25
2: 10 9 6 | waste: 0/25
3: 7 11 7 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 8 11 6 | waste: 0/25
6: 7 11 7 | waste: 0/25
7: 7 10 8 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 9 10 6 | waste: 0/25
10: 11 7 7 | waste: 0/25
11: 5 10 5 5 | waste: 0/25
12: 12 7 6 | waste: 0/25
13: 6 8 | waste: 11/25
14: 6 11 8 | waste: 0/25
15: 7 10 8 | waste: 0/25
16: 6 6 5 8 | waste: 0/25
17: 11 9 5 | waste: 0/25
18: 6 6 6 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 543

result 20
0: 10 10 5 | waste: 0/25
1: 6 8 | waste: 11/25
2: 6 6 8 5 | waste: 0/25
3: 7 7 6 5 | waste: 0/25
4: 8 11 6 | waste: 0/25
5: 8 11 6 | waste: 0/25
6: 10 6 9 | waste: 0/25
7: 7 6 7 5 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 6 7 12 | waste: 0/25
10: 7 11 7 | waste: 0/25
11: 6 11 8 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 10 6 9 | waste: 0/25
14: 11 6 8 | waste: 0/25
15: 7 9 9 | waste: 0/25
16: 7 11 7 | waste: 0/25
17: 10 5 5 5 | waste: 0/25
18: 7 10 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 652


0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202 
102, 147, 213, 419, 244, 186, 423, 246, 117, 82, 590, 154, 203, 247, 322, 268, 172, 507, 543, 652 
