
result 1
0: 1300 1150 1050 | waste: 0/3500
56: 2100 1850 | waste: 0/3950
57: 2100 1350 | waste: 50/3500
58: 1900 1900 | waste: 0/3800
fitness: 0.966298 total_wastage: 1820 found at: 1384

result 5
0: 1900 1900 | waste: 0/3800
1: 1200 1100 1200 | waste: 0/3500
2: 1350 1100 1050 | waste: 0/3500
3: 1200 1200 1150 | waste: 0/3550
4: 1900 1900 | waste: 0/3800
5: 1350 2100 | waste: 50/3500
6: 1850 2100 | waste: 0/3950
7: 1850 1850 | waste: 0/3700
8: 1900 1900 | waste: 0/3800
9: 2100 2050 | waste: 0/4150
10: 2100 1850 | waste: 0/3950
11: 1700 2000 | waste: 0/3700
12: 1900 1900 | waste: 0/3800
13: 2050 1900 | waste: 0/3950
14: 1350 2100 | waste: 50/3500
15: 2220 1200 | waste: 80/3500
16: 1300 2250 | waste: 0/3550
17: 2000 1700 | waste: 0/3700
18: 2220 1300 | waste: 30/3550
19: 2000 1950 | waste: 0/3950
20: 1200 | waste: 2300/3500
21: 1150 1350 1050 | waste: 0/3550
22: 1150 1350 1050 | waste: 0/3550
23: 2000 1950 | waste: 0/3950
24: 2100 2050 | waste: 0/4150
25: 1900 1900 | waste: 0/3800
26: 1850 2100 | waste: 0/3950
27: 2250 1250 | waste: 0/3500
28: 2050 2100 | waste: 0/4150
29: 2000 1950 | waste: 0/3950
30: 1100 1100 1350 | waste: 0/3550
31: 1100 1100 1350 | waste: 0/3550
32: 2000 1950 | waste: 0/3950
33: 2220 1250 | waste: 30/3500
34: 2350 1200 | waste: 0/3550
35: 2100 1850 | waste: 0/3950
36: 2100 1850 | waste: 0/3950
37: 2100 1300 | waste: 100/3500
38: 1250 2250 | waste: 0/3500
39: 1900 2050 | waste: 0/3950
40: 1850 1850 | waste: 0/3700
41: 1850 1650 | waste: 0/3500
42: 2000 1950 | waste: 0/3950
43: 2100 1350 | waste: 50/3500
44: 1850 1850 | waste: 0/3700
45: 1950 2000 | waste: 0/3950
46: 2220 1200 | waste: 80/3500
47: 1350 2100 | waste: 50/3500
48: 2100 2050 | waste: 0/4150
49: 2250 1250 | waste: 0/3500
50: 2000 1700 | waste: 0/3700
51: 2000 1700 | waste: 0/3700
52: 2100 1850 | waste: 0/3950
53: 1650 1900 | waste: 0/3550
54: 1900 1900 | waste: 0/3800
55: 1100 1200 1250 | waste: 0/3550
56: 1700 2000 | waste: 0/3700
57: 1250 1200 1100 | waste: 0/3550
58: 2350 1150 | waste: 0/3500
fitness: 0.964764 total_wastage: 2820 found at: 646

result 6
0: 1200 1100 1200 | waste: 0/3500
1: 1950 2000 | waste: 0/3950
2: 1250 2250 | waste: 0/3500
3: 1900 1900 | waste: 0/3800
4: 1350 2100 | waste: 50/3500
5: 1200 1100 1200 | waste: 0/3500
6: 2350 1150 | waste: 0/3500
7: 1950 2000 | waste: 0/3950
8: 1050 1350 1150 | waste: 0/3550
9: 2220 | waste: 1280/3500
10: 1700 2000 | waste: 0/3700
11: 1850 1850 | waste: 0/3700
12: 1900 1900 | waste: 0/3800
13: 1150 2350 | waste: 0/3500
14: 1850 1850 | waste: 0/3700
15: 2050 2100 | waste: 0/4150
16: 1900 2050 | waste: 0/3950
17: 1850 2100 | waste: 0/3950
18: 1900 1900 | waste: 0/3800
19: 1700 2000 | waste: 0/3700
20: 1700 2000 | waste: 0/3700
21: 1200 1100 1200 | waste: 0/3500
22: 1250 1150 1100 | waste: 0/3500
23: 1300 1100 1100 | waste: 0/3500
24: 1900 1900 | waste: 0/3800
25: 2250 1250 | waste: 0/3500
26: 1350 2100 | waste: 50/3500
27: 2000 1950 | waste: 0/3950
28: 2050 2100 | waste: 0/4150
29: 1950 2000 | waste: 0/3950
30: 1900 2050 | waste: 0/3950
31: 1850 2100 | waste: 0/3950
32: 1850 2100 | waste: 0/3950
33: 1350 2100 | waste: 50/3500
34: 2250 1250 | waste: 0/3500
35: 1850 1850 | waste: 0/3700
36: 1900 1900 | waste: 0/3800
37: 1100 1350 1050 | waste: 0/3500
38: 1200 2220 | waste: 80/3500
39: 2100 1850 | waste: 0/3950
40: 1350 2100 | waste: 50/3500
41: 1650 1850 | waste: 0/3500
42: 1350 2100 | waste: 50/3500
43: 2050 2100 | waste: 0/4150
44: 1250 2250 | waste: 0/3500
45: 1350 2100 | waste: 50/3500
46: 1900 2050 | waste: 0/3950
47: 1900 1900 | waste: 0/3800
48: 1700 2000 | waste: 0/3700
49: 1850 2100 | waste: 0/3950
50: 1300 2220 | waste: 30/3550
51: 1050 1250 1200 | waste: 0/3500
52: 1200 1200 1100 | waste: 0/3500
53: 1300 2220 | waste: 30/3550
54: 2100 1350 | waste: 50/3500
55: 1850 1650 | waste: 0/3500
56: 2000 1950 | waste: 0/3950
57: 1700 2000 | waste: 0/3700
58: 1950 2000 | waste: 0/3950
fitness: 0.967285 total_wastage: 1770 found at: 1901

result 7
0: 1850 1650 | waste: 0/3500
1: 1850 1850 | waste: 0/3700
2: 2100 1850 | waste: 0/3950
3: 1200 1250 1350 | waste: 0/3800
4: 1100 1350 1050 | waste: 0/3500
5: 1950 2000 | waste: 0/3950
6: 1900 1900 | waste: 0/3800
7: 1900 1900 | waste: 0/3800
8: 1250 2250 | waste: 0/3500
9: 2000 1950 | waste: 0/3950
10: 1150 1100 1300 | waste: 0/3550
11: 1150 1350 1050 | waste: 0/3550
12: 2050 1900 | waste: 0/3950
13: 1850 1850 | waste: 0/3700
14: 2350 1350 | waste: 0/3700
15: 1350 2100 | waste: 50/3500
16: 2100 1350 | waste: 50/3500
17: 2050 2100 | waste: 0/4150
18: 1900 1900 | waste: 0/3800
19: 1850 2100 | waste: 0/3950
20: 2220 1250 | waste: 30/3500
21: 2220 1200 | waste: 80/3500
22: 2220 1100 | waste: 180/3500
23: 1900 1900 | waste: 0/3800
24: 1900 1900 | waste: 0/3800
25: 2100 1350 | waste: 50/3500
26: 2000 1700 | waste: 0/3700
27: 1050 1100 2000 | waste: 0/4150
28: 1100 1250 1200 | waste: 0/3550
29: 2100 1850 | waste: 0/3950
30: 1700 2000 | waste: 0/3700
31: 1350 2100 | waste: 50/3500
32: 2050 1900 | waste: 0/3950
33: 1150 1250 1100 | waste: 0/3500
34: 1650 1900 | waste: 0/3550
35: 1900 2050 | waste: 0/3950
36: 2100 1850 | waste: 0/3950
37: 2050 2100 | waste: 0/4150
38: 1700 2000 | waste: 0/3700
39: 1850 1950 | waste: 0/3800
40: 2100 1850 | waste: 0/3950
41: 1850 2100 | waste: 0/3950
42: 1850 2100 | waste: 0/3950
43: 1300 2250 | waste: 0/3550
44: 2000 1950 | waste: 0/3950
45: 1200 1200 1150 | waste: 0/3550
46: 1700 2000 | waste: 0/3700
47: 2250 1900 | waste: 0/4150
48: 1200 1300 1200 | waste: 0/3700
49: 1200 1200 1100 | waste: 0/3500
50: 2000 1950 | waste: 0/3950
51: 2000 1950 | waste: 0/3950
52: 2100 2050 | waste: 0/4150
53: 2100 1350 | waste: 50/3500
54: 2250 1250 | waste: 0/3500
55: 2000 1700 | waste: 0/3700
56: 2350 1200 | waste: 0/3550
57: 1100 2220 | waste: 180/3500
fitness: 0.975422 total_wastage: 720 found at: 1900

result 8
0: 1150 1100 1250 | waste: 0/3500
1: 1300 2250 | waste: 0/3550
2: 1300 2100 | waste: 100/3500
3: 1250 2220 | waste: 30/3500
4: 1200 1100 1200 | waste: 0/3500
5: 1350 2100 | waste: 50/3500
6: 1900 1900 | waste: 0/3800
7: 1850 2100 | waste: 0/3950
8: 1900 1900 | waste: 0/3800
9: 1900 2050 | waste: 0/3950
10: 1900 1900 | waste: 0/3800
11: 2250 1250 | waste: 0/3500
12: 1300 1150 1100 | waste: 0/3550
13: 2000 1700 | waste: 0/3700
14: 1200 1200 1100 | waste: 0/3500
15: 1850 1850 | waste: 0/3700
16: 2220 1200 | waste: 80/3500
17: 1900 2050 | waste: 0/3950
18: 2050 2100 | waste: 0/4150
19: 2050 2100 | waste: 0/4150
20: 1950 2000 | waste: 0/3950
21: 1350 2100 | waste: 50/3500
22: 1050 1150 1350 | waste: 0/3550
23: 1850 1650 | waste: 0/3500
24: 1200 2220 | waste: 80/3500
25: 1350 1100 1050 | waste: 0/3500
26: 2100 1350 | waste: 50/3500
27: 1900 1900 | waste: 0/3800
28: 2000 1700 | waste: 0/3700
29: 1950 2000 | waste: 0/3950
30: 2100 1100 | waste: 300/3500
31: 1850 1850 | waste: 0/3700
32: 2000 1950 | waste: 0/3950
33: 2000 1700 | waste: 0/3700
34: 1900 1900 | waste: 0/3800
35: 2250 1250 | waste: 0/3500
36: 1700 2000 | waste: 0/3700
37: 2350 1200 | waste: 0/3550
38: 1850 2100 | waste: 0/3950
39: 2100 1850 | waste: 0/3950
40: 1350 2100 | waste: 50/3500
41: 1200 2100 | waste: 200/3500
42: 1650 1900 | waste: 0/3550
43: 1850 1850 | waste: 0/3700
44: 1850 2100 | waste: 0/3950
45: 1950 2000 | waste: 0/3950
46: 1950 2000 | waste: 0/3950
47: 1200 1100 1200 | waste: 0/3500
48: 2050 1900 | waste: 0/3950
49: 1250 2220 | waste: 30/3500
50: 1900 2050 | waste: 0/3950
51: 1700 2000 | waste: 0/3700
52: 1850 1850 | waste: 0/3700
53: 2000 1950 | waste: 0/3950
54: 1050 1350 1100 | waste: 0/3500
55: 2100 1350 | waste: 50/3500
56: 2100 1350 | waste: 50/3500
57: 2350 1150 | waste: 0/3500
58: 2250 1250 | waste: 0/3500
fitness: 0.964569 total_wastage: 1120 found at: 2189

result 9
0: 1100 1250 1350 | waste: 0/3700
1: 1350 2100 | waste: 50/3500
2: 1300 2250 | waste: 0/3550
3: 1200 1100 1200 | waste: 0/3500
4: 1900 1900 | waste: 0/3800
5: 1850 2100 | waste: 0/3950
6: 1700 2000 | waste: 0/3700
7: 2100 2050 | waste: 0/4150
8: 1850 1850 | waste: 0/3700
9: 1250 1150 1100 | waste: 0/3500
10: 1050 1300 1150 | waste: 0/3500
11: 1900 2050 | waste: 0/3950
12: 1100 2220 | waste: 180/3500
13: 1900 1900 | waste: 0/3800
14: 1200 1100 1200 | waste: 0/3500
15: 1900 1900 | waste: 0/3800
16: 2100 2050 | waste: 0/4150
17: 2000 1950 | waste: 0/3950
18: 1850 1850 | waste: 0/3700
19: 1900 1900 | waste: 0/3800
20: 1850 2100 | waste: 0/3950
21: 2000 1700 | waste: 0/3700
22: 1250 2250 | waste: 0/3500
23: 1850 1850 | waste: 0/3700
24: 2000 1950 | waste: 0/3950
25: 2100 1350 | waste: 50/3500
26: 1900 2050 | waste: 0/3950
27: 1950 2000 | waste: 0/3950
28: 1100 1350 1100 | waste: 0/3550
29: 1700 2000 | waste: 0/3700
30: 1200 2220 | waste: 80/3500
31: 2220 | waste: 1280/3500
32: 2000 1700 | waste: 0/3700
33: 1950 2000 | waste: 0/3950
34: 2250 1250 | waste: 0/3500
35: 2100 1850 | waste: 0/3950
36: 2050 2100 | waste: 0/4150
37: 1250 1050 1200 | waste: 0/3500
38: 1950 2000 | waste: 0/3950
39: 1350 2100 | waste: 50/3500
40: 2000 1950 | waste: 0/3950
41: 1850 2100 | waste: 0/3950
42: 1200 1200 1100 | waste: 0/3500
43: 2100 1850 | waste: 0/3950
44: 1900 2050 | waste: 0/3950
45: 1700 2000 | waste: 0/3700
46: 1050 1250 1200 | waste: 0/3500
47: 1850 1850 | waste: 0/3700
48: 1650 1900 | waste: 0/3550
49: 1900 1650 | waste: 0/3550
50: 2250 1300 | waste: 0/3550
51: 1900 1900 | waste: 0/3800
52: 1350 2100 | waste: 50/3500
53: 2100 1350 | waste: 50/3500
54: 1200 2220 | waste: 80/3500
55: 2100 1350 | waste: 50/3500
56: 2100 1350 | waste: 50/3500
57: 2350 1150 | waste: 0/3500
58: 2350 1150 | waste: 0/3500
fitness: 0.96405 total_wastage: 1970 found at: 645

result 10
0: 1950 2000 | waste: 0/3950
1: 1200 1100 1200 | waste: 0/3500
2: 2050 2100 | waste: 0/4150
3: 2000 1950 | waste: 0/3950
4: 1900 1900 | waste: 0/3800
5: 2350 1150 | waste: 0/3500
6: 2100 1350 | waste: 50/3500
7: 2250 1250 | waste: 0/3500
8: 1850 1850 | waste: 0/3700
9: 1950 1850 | waste: 0/3800
10: 2000 1950 | waste: 0/3950
11: 2100 1850 | waste: 0/3950
12: 1100 1350 1050 | waste: 0/3500
13: 1700 2000 | waste: 0/3700
14: 1700 2000 | waste: 0/3700
15: 2100 1850 | waste: 0/3950
16: 1900 1900 | waste: 0/3800
17: 1300 2100 | waste: 100/3500
18: 1900 2050 | waste: 0/3950
19: 1700 2000 | waste: 0/3700
20: 2000 1700 | waste: 0/3700
21: 2250 1250 | waste: 0/3500
22: 1350 2100 | waste: 50/3500
23: 1650 1900 | waste: 0/3550
24: 1900 2050 | waste: 0/3950
25: 1350 2100 | waste: 50/3500
26: 2050 1900 | waste: 0/3950
27: 2220 1200 | waste: 80/3500
28: 1900 1900 | waste: 0/3800
29: 2100 1200 | waste: 200/3500
30: 2350 1150 | waste: 0/3500
31: 1850 1850 | waste: 0/3700
32: 1950 2000 | waste: 0/3950
33: 1700 2000 | waste: 0/3700
34: 2000 1950 | waste: 0/3950
35: 1650 1900 | waste: 0/3550
36: 1150 1150 1200 | waste: 0/3500
37: 2100 1850 | waste: 0/3950
38: 1850 1850 | waste: 0/3700
39: 1900 2050 | waste: 0/3950
40: 2000 1200 | waste: 300/3500
41: 2220 1250 | waste: 30/3500
42: 1250 2220 | waste: 30/3500
43: 1900 2050 | waste: 0/3950
44: 1250 1100 1200 | waste: 0/3550
45: 1850 1850 | waste: 0/3700
46: 1350 2100 | waste: 50/3500
47: 1350 1100 1050 | waste: 0/3500
48: 1350 1100 1100 | waste: 0/3550
49: 1350 2100 | waste: 50/3500
50: 2220 1200 | waste: 80/3500
51: 1250 2250 | waste: 0/3500
52: 2100 1200 | waste: 200/3500
53: 2100 1200 | waste: 200/3500
54: 1900 1900 | waste: 0/3800
55: 1350 2100 | waste: 50/3500
56: 1850 2100 | waste: 0/3950
57: 1300 1100 1100 | waste: 0/3500
58: 2250 1300 | waste: 0/3550
59: 1050 | waste: 2450/3500
fitness: 0.942837 total_wastage: 3970 found at: 2040

result 11
0: 1100 1350 1100 | waste: 0/3550
1: 1650 1900 | waste: 0/3550
2: 1200 1250 1050 | waste: 0/3500
3: 1350 1100 1050 | waste: 0/3500
4: 1200 2220 | waste: 80/3500
5: 1850 2100 | waste: 0/3950
6: 2350 1150 | waste: 0/3500
7: 1350 2100 | waste: 50/3500
8: 1900 2050 | waste: 0/3950
9: 1850 2100 | waste: 0/3950
10: 1950 2000 | waste: 0/3950
11: 2220 1200 | waste: 80/3500
12: 2000 1700 | waste: 0/3700
13: 1700 2000 | waste: 0/3700
14: 2000 1950 | waste: 0/3950
15: 1700 1850 | waste: 0/3550
16: 2050 2100 | waste: 0/4150
17: 1950 1850 | waste: 0/3800
18: 1900 1900 | waste: 0/3800
19: 2050 1900 | waste: 0/3950
20: 1850 1850 | waste: 0/3700
21: 1300 1100 1100 | waste: 0/3500
22: 2050 1200 | waste: 250/3500
23: 2100 2050 | waste: 0/4150
24: 1150 1250 1100 | waste: 0/3500
25: 2250 1250 | waste: 0/3500
26: 1850 1850 | waste: 0/3700
27: 1200 1100 1200 | waste: 0/3500
28: 1850 2100 | waste: 0/3950
29: 2000 1700 | waste: 0/3700
30: 1900 1900 | waste: 0/3800
31: 2100 1350 | waste: 50/3500
32: 1350 2100 | waste: 50/3500
33: 1250 2250 | waste: 0/3500
34: 2100 2050 | waste: 0/4150
35: 1900 1900 | waste: 0/3800
36: 2000 1150 | waste: 350/3500
37: 1850 2100 | waste: 0/3950
38: 1900 1900 | waste: 0/3800
39: 1300 2220 | waste: 30/3550
40: 1050 1250 1200 | waste: 0/3500
41: 1650 1850 | waste: 0/3500
42: 2000 1700 | waste: 0/3700
43: 1200 2000 | waste: 300/3500
44: 2100 1850 | waste: 0/3950
45: 2000 1950 | waste: 0/3950
46: 2220 1200 | waste: 80/3500
47: 2100 1350 | waste: 50/3500
48: 1900 1900 | waste: 0/3800
49: 1100 | waste: 2400/3500
50: 1850 1950 | waste: 0/3800
51: 2250 1300 | waste: 0/3550
52: 1900 1900 | waste: 0/3800
53: 2000 1200 | waste: 300/3500
54: 2100 1350 | waste: 50/3500
55: 2350 1150 | waste: 0/3500
56: 2100 1350 | waste: 50/3500
57: 2250 1250 | waste: 0/3500
58: 2000 1950 | waste: 0/3950
59: 2100 1350 | waste: 50/3500
fitness: 0.940231 total_wastage: 4220 found at: 1151

result 12
0: 2100 1850 | waste: 0/3950
1: 1050 1350 1100 | waste: 0/3500
2: 2250 1300 | waste: 0/3550
3: 1250 1050 1200 | waste: 0/3500
4: 2000 1950 | waste: 0/3950
5: 2000 1700 | waste: 0/3700
6: 1900 1900 | waste: 0/3800
7: 1900 1650 | waste: 0/3550
8: 1350 2100 | waste: 50/3500
9: 2050 1900 | waste: 0/3950
10: 2000 1200 | waste: 300/3500
11: 2220 1250 | waste: 30/3500
12: 1850 1850 | waste: 0/3700
13: 2220 1250 | waste: 30/3500
14: 2100 2050 | waste: 0/4150
15: 2000 1950 | waste: 0/3950
16: 2250 1250 | waste: 0/3500
17: 1900 1900 | waste: 0/3800
18: 1900 1900 | waste: 0/3800
19: 2100 1350 | waste: 50/3500
20: 2000 1950 | waste: 0/3950
21: 2100 2050 | waste: 0/4150
22: 2220 1200 | waste: 80/3500
23: 1700 2000 | waste: 0/3700
24: 1150 2350 | waste: 0/3500
25: 1100 | waste: 2400/3500
26: 1700 2000 | waste: 0/3700
27: 1850 1850 | waste: 0/3700
28: 1900 2050 | waste: 0/3950
29: 1950 2000 | waste: 0/3950
30: 2100 1350 | waste: 50/3500
31: 2100 1850 | waste: 0/3950
32: 1200 1150 1200 | waste: 0/3550
33: 1250 2250 | waste: 0/3500
34: 1850 1650 | waste: 0/3500
35: 2100 1350 | waste: 50/3500
36: 1200 1150 1150 | waste: 0/3500
37: 2000 1100 | waste: 400/3500
38: 1100 1350 1100 | waste: 0/3550
39: 2100 1300 | waste: 100/3500
40: 2350 1200 | waste: 0/3550
41: 1350 2100 | waste: 50/3500
42: 2000 1700 | waste: 0/3700
43: 1900 1900 | waste: 0/3800
44: 1900 1900 | waste: 0/3800
45: 2220 1200 | waste: 80/3500
46: 2100 1350 | waste: 50/3500
47: 1900 2050 | waste: 0/3950
48: 1900 2050 | waste: 0/3950
49: 2100 1850 | waste: 0/3950
50: 1850 2100 | waste: 0/3950
51: 1950 1850 | waste: 0/3800
