
result 1
0: 12 7 6 | waste: 0/25
4: 7 6 | waste: 0/13
5: 11 9 | waste: 0/20
6: 11 9 | waste: 0/20
7: 8 5 | waste: 0/13
8: 6 7 | waste: 0/13
9: 6 7 | waste: 0/13
10: 6 7 | waste: 0/13
11: 8 11 6 | waste: 0/25
12: 11 9 | waste: 0/20
13: 5 8 | waste: 0/13
14: 7 6 | waste: 0/13
15: 11 7 7 | waste: 0/25
16: 10 10 | waste: 0/20
17: 10 10 | waste: 0/20
18: 5 7 8 5 | waste: 0/25
19: 10 10 | waste: 0/20
20: 7 6 | waste: 0/13
21: 7 6 | waste: 0/13
22: 11 7 7 | waste: 0/25
23: 5 12 8 | waste: 0/25
24: 6 7 | waste: 0/13
25: 8 5 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 366

result 10
0: 5 8 | waste: 0/13
1: 12 8 | waste: 0/20
2: 9 11 5 | waste: 0/25
3: 7 6 | waste: 0/13
4: 10 10 | waste: 0/20
5: 11 8 6 | waste: 0/25
6: 10 10 | waste: 0/20
7: 11 8 6 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 8 5 | waste: 0/13
10: 7 7 11 | waste: 0/25
11: 9 11 | waste: 0/20
12: 6 7 | waste: 0/13
13: 10 6 9 | waste: 0/25
14: 11 9 | waste: 0/20
15: 5 8 | waste: 0/13
16: 7 6 | waste: 0/13
17: 7 7 11 | waste: 0/25
18: 5 10 5 | waste: 0/20
19: 6 7 | waste: 0/13
20: 7 6 | waste: 0/13
21: 8 5 | waste: 0/13
22: 7 6 | waste: 0/13
23: 7 6 | waste: 0/13
24: 7 6 | waste: 0/13
25: 6 7 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 143

result 11
0: 9 11 | waste: 0/20
1: 6 9 10 | waste: 0/25
2: 12 11 | waste: 2/25
3: 7 6 | waste: 0/13
4: 10 10 | waste: 0/20
5: 8 7 10 | waste: 0/25
6: 6 7 | waste: 0/13
7: 6 7 | waste: 0/13
8: 9 5 11 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 8 11 6 | waste: 0/25
11: 7 6 7 5 | waste: 0/25
12: 10 10 5 | waste: 0/25
13: 7 6 | waste: 0/13
14: 7 11 7 | waste: 0/25
15: 6 7 | waste: 0/13
16: 7 6 | waste: 0/13
17: 8 5 | waste: 0/13
18: 9 11 | waste: 0/20
19: 11 8 6 | waste: 0/25
20: 5 8 | waste: 0/13
21: 7 6 | waste: 0/13
22: 7 6 | waste: 0/13
23: 5 8 | waste: 0/13
24: 8 5 | waste: 0/13
fitness: 0.987583 total_wastage: 2 found at: 243

result 12
0: 8 7 5 | waste: 0/20
1: 8 5 | waste: 0/13
2: 6 7 | waste: 0/13
3: 10 7 8 | waste: 0/25
4: 10 10 | waste: 0/20
5: 9 11 | waste: 0/20
6: 6 7 | waste: 0/13
7: 11 9 | waste: 0/20
8: 5 5 10 | waste: 0/20
9: 6 7 | waste: 0/13
10: 7 7 11 | waste: 0/25
11: 5 10 5 | waste: 0/20
12: 11 8 6 | waste: 0/25
13: 11 8 6 | waste: 0/25
14: 7 7 11 | waste: 0/25
15: 7 6 | waste: 0/13
16: 8 5 | waste: 0/13
17: 11 9 | waste: 0/20
18: 9 10 | waste: 1/20
19: 6 8 11 | waste: 0/25
20: 7 6 | waste: 0/13
21: 7 6 | waste: 0/13
22: 12 6 7 | waste: 0/25
23: 7 6 | waste: 0/13
24: 7 6 | waste: 0/13
fitness: 0.989861 total_wastage: 1 found at: 921

result 13
0: 6 6 8 | waste: 0/20
1: 5 8 | waste: 0/13
2: 10 10 | waste: 0/20
3: 7 6 | waste: 0/13
4: 5 8 | waste: 0/13
5: 5 5 10 | waste: 0/20
6: 10 10 | waste: 0/20
7: 9 11 | waste: 0/20
8: 6 7 | waste: 0/13
9: 6 7 | waste: 0/13
10: 6 7 | waste: 0/13
11: 11 8 | waste: 1/20
12: 6 7 7 | waste: 0/20
13: 11 9 | waste: 0/20
14: 6 7 | waste: 0/13
15: 11 7 7 | waste: 0/25
16: 5 5 10 | waste: 0/20
17: 5 8 | waste: 0/13
18: 11 9 | waste: 0/20
19: 12 8 | waste: 0/20
20: 11 9 | waste: 0/20
21: 11 8 | waste: 1/20
22: 7 7 11 | waste: 0/25
23: 7 6 | waste: 0/13
24: 6 7 | waste: 0/13
25: 6 7 | waste: 0/13
26: 6 7 | waste: 0/13
fitness: 0.981383 total_wastage: 2 found at: 77

result 14
0: 5 9 6 5 | waste: 0/25
1: 7 6 | waste: 0/13
2: 11 9 | waste: 0/20
3: 11 9 5 | waste: 0/25
4: 8 5 | waste: 0/13
5: 7 7 11 | waste: 0/25
6: 7 6 | waste: 0/13
7: 7 6 | waste: 0/13
8: 10 10 | waste: 0/20
9: 8 5 | waste: 0/13
10: 6 7 | waste: 0/13
11: 7 6 | waste: 0/13
12: 11 7 7 | waste: 0/25
13: 8 12 | waste: 0/20
14: 7 6 | waste: 0/13
15: 7 6 | waste: 0/13
16: 5 8 | waste: 0/13
17: 7 11 7 | waste: 0/25
18: 10 10 | waste: 0/20
19: 6 7 | waste: 0/13
20: 10 10 | waste: 0/20
21: 11 8 6 | waste: 0/25
22: 8 5 | waste: 0/13
23: 9 11 | waste: 0/20
24: 6 7 | waste: 0/13
25: 8 11 6 | waste: 0/25
fitness: 1 total_wastage: 0 found at: 298

result 15
0: 8 5 | waste: 0/13
1: 8 5 | waste: 0/13
2: 10 10 5 | waste: 0/25
3: 7 6 | waste: 0/13
4: 9 11 | waste: 0/20
5: 6 7 | waste: 0/13
6: 7 7 11 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 7 6 | waste: 0/13
9: 5 9 11 | waste: 0/25
10: 7 6 | waste: 0/13
11: 7 11 7 | waste: 0/25
12: 7 6 | waste: 0/13
13: 8 7 10 | waste: 0/25
14: 6 11 8 | waste: 0/25
15: 7 6 | waste: 0/13
16: 6 9 5 | waste: 0/20
17: 10 9 6 | waste: 0/25
18: 8 5 | waste: 0/13
19: 6 8 11 | waste: 0/25
20: 10 10 | waste: 0/20
21: 7 6 | waste: 0/13
22: 11 5 8 | waste: 1/25
23: 12 7 6 | waste: 0/25
fitness: 0.990333 total_wastage: 1 found at: 291

result 16
0: 6 7 | waste: 0/13
1: 9 11 | waste: 0/20
2: 6 7 | waste: 0/13
3: 8 6 11 | waste: 0/25
4: 12 8 | waste: 0/20
5: 10 10 | waste: 0/20
6: 7 7 11 | waste: 0/25
7: 10 10 5 | waste: 0/25
8: 9 11 | waste: 0/20
9: 11 7 7 | waste: 0/25
10: 9 6 5 | waste: 0/20
11: 6 7 | waste: 0/13
12: 11 9 | waste: 0/20
13: 6 7 | waste: 0/13
14: 8 11 6 | waste: 0/25
15: 6 7 | waste: 0/13
16: 10 5 5 | waste: 0/20
17: 8 5 | waste: 0/13
18: 8 5 | waste: 0/13
19: 7 6 | waste: 0/13
20: 7 8 10 | waste: 0/25
21: 8 11 5 | waste: 1/25
22: 7 6 7 | waste: 0/20
23: 6 7 | waste: 0/13
24: 7 6 | waste: 0/13
fitness: 0.990769 total_wastage: 1 found at: 283

result 17
0: 5 11 9 | waste: 0/25
1: 12 8 | waste: 0/20
2: 9 11 5 | waste: 0/25
3: 11 8 6 | waste: 0/25
4: 7 6 | waste: 0/13
5: 6 7 | waste: 0/13
6: 7 6 | waste: 0/13
7: 8 5 | waste: 0/13
8: 10 10 | waste: 0/20
9: 11 9 | waste: 0/20
10: 7 11 7 | waste: 0/25
11: 7 7 11 | waste: 0/25
12: 7 6 | waste: 0/13
13: 5 5 10 | waste: 0/20
14: 7 6 | waste: 0/13
15: 10 10 | waste: 0/20
16: 7 6 | waste: 0/13
17: 6 7 | waste: 0/13
18: 8 5 | waste: 0/13
19: 8 5 | waste: 0/13
20: 7 6 | waste: 0/13
21: 11 9 | waste: 0/20
22: 11 8 6 | waste: 0/25
23: 7 6 | waste: 0/13
24: 7 8 10 | waste: 0/25
25: 7 6 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 299

result 18
0: 6 7 | waste: 0/13
1: 10 10 | waste: 0/20
2: 5 9 11 | waste: 0/25
3: 11 9 | waste: 0/20
4: 11 9 | waste: 0/20
5: 7 6 | waste: 0/13
6: 7 11 7 | waste: 0/25
7: 7 7 11 | waste: 0/25
8: 6 8 11 | waste: 0/25
9: 10 10 | waste: 0/20
10: 6 7 | waste: 0/13
11: 7 12 6 | waste: 0/25
12: 11 8 6 | waste: 0/25
13: 5 9 11 | waste: 0/25
14: 7 6 | waste: 0/13
15: 6 7 | waste: 0/13
16: 5 8 | waste: 0/13
17: 5 7 8 | waste: 0/20
18: 5 8 | waste: 0/13
19: 6 7 | waste: 0/13
20: 8 5 | waste: 0/13
21: 8 5 | waste: 0/13
22: 10 10 | waste: 0/20
23: 7 6 | waste: 0/13
24: 7 6 | waste: 0/13
25: 6 7 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 290

result 19
0: 6 7 | waste: 0/13
1: 11 9 5 | waste: 0/25
2: 6 7 | waste: 0/13
3: 10 5 10 | waste: 0/25
4: 7 6 | waste: 0/13
5: 8 5 | waste: 0/13
6: 11 9 | waste: 0/20
7: 11 7 7 | waste: 0/25
8: 6 8 11 | waste: 0/25
9: 8 7 10 | waste: 0/25
10: 12 11 | waste: 2/25
11: 6 7 | waste: 0/13
12: 7 6 | waste: 0/13
13: 6 7 | waste: 0/13
14: 6 7 | waste: 0/13
15: 8 5 | waste: 0/13
16: 8 5 | waste: 0/13
17: 6 9 10 | waste: 0/25
18: 11 7 7 | waste: 0/25
19: 8 11 6 | waste: 0/25
20: 10 10 | waste: 0/20
21: 11 9 | waste: 0/20
22: 7 6 | waste: 0/13
23: 8 5 | waste: 0/13
24: 7 7 6 5 | waste: 0/25
fitness: 0.987583 total_wastage: 2 found at: 953

result 20
0: 6 7 | waste: 0/13
1: 8 5 | waste: 0/13
2: 6 7 | waste: 0/13
3: 7 6 | waste: 0/13
4: 7 6 | waste: 0/13
5: 10 5 5 | waste: 0/20
6: 6 7 | waste: 0/13
7: 11 8 6 | waste: 0/25
8: 11 9 | waste: 0/20
9: 7 11 7 | waste: 0/25
10: 10 7 8 | waste: 0/25
11: 7 7 11 | waste: 0/25
12: 5 8 | waste: 0/13
13: 7 12 6 | waste: 0/25
14: 5 8 | waste: 0/13
15: 7 6 | waste: 0/13
16: 10 10 | waste: 0/20
17: 8 11 6 | waste: 0/25
18: 11 9 | waste: 0/20
19: 10 10 | waste: 0/20
20: 9 11 5 | waste: 0/25
21: 8 5 | waste: 0/13
22: 6 7 | waste: 0/13
23: 7 6 | waste: 0/13
24: 7 6 | waste: 0/13
25: 9 11 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 162


1, 0.9881, 1, 1, 0.9881, 0.9881, 0.990769, 0.990333, 1, 1, 0.987583, 0.989861, 0.981383, 1, 0.990333, 0.990769, 1, 1, 0.987583, 1 
195, 554, 217, 319, 104, 173, 267, 114, 366, 143, 243, 921, 77, 298, 291, 283, 299, 290, 953, 162 
