
result 1
0: 4 7 4 | waste: 0/15
4: 4 7 4 | waste: 0/15
5: 10 3 | waste: 2/15
6: 10 5 | waste: 0/15
7: 9 6 | waste: 0/15
8: 9 6 | waste: 0/15
9: 9 6 | waste: 0/15
10: 3 6 6 | waste: 0/15
11: 5 10 | waste: 0/15
12: 10 4 | waste: 1/15
13: 8 7 | waste: 0/15
14: 6 9 | waste: 0/15
15: 9 6 | waste: 0/15
16: 10 5 | waste: 0/15
17: 10 5 | waste: 0/15
18: 7 | waste: 8/15
19: 8 3 4 | waste: 0/15
20: 8 7 | waste: 0/15
21: 7 4 4 | waste: 0/15
22: 8 7 | waste: 0/15
fitness: 0.921137 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 153

result 9
0: 7 8 | waste: 0/15
1: 5 10 | waste: 0/15
2: 7 8 | waste: 0/15
3: 10 5 | waste: 0/15
4: 9 6 | waste: 0/15
5: 8 7 | waste: 0/15
6: 8 7 | waste: 0/15
7: 10 4 | waste: 1/15
8: 6 9 | waste: 0/15
9: 3 9 3 | waste: 0/15
10: 10 5 | waste: 0/15
11: 10 5 | waste: 0/15
12: 3 6 6 | waste: 0/15
13: 9 6 | waste: 0/15
14: 9 6 | waste: 0/15
15: 7 8 | waste: 0/15
16: 4 4 7 | waste: 0/15
17: 4 7 4 | waste: 0/15
18: 6 | waste: 9/15
19: 10 3 | waste: 2/15
20: 10 5 | waste: 0/15
21: 4 7 4 | waste: 0/15
22: 10 4 | waste: 1/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 267

result 10
0: 10 5 | waste: 0/15
1: 8 7 | waste: 0/15
2: 8 7 | waste: 0/15
3: 6 9 | waste: 0/15
4: 6 9 | waste: 0/15
5: 6 9 | waste: 0/15
6: 10 5 | waste: 0/15
7: 3 9 3 | waste: 0/15
8: 9 6 | waste: 0/15
9: 3 6 6 | waste: 0/15
10: 7 8 | waste: 0/15
11: 7 8 | waste: 0/15
12: 4 7 4 | waste: 0/15
13: 4 7 4 | waste: 0/15
14: 10 3 | waste: 2/15
15: 7 8 | waste: 0/15
16: 6 | waste: 9/15
17: 10 5 | waste: 0/15
18: 10 5 | waste: 0/15
19: 10 5 | waste: 0/15
20: 10 4 | waste: 1/15
21: 10 4 | waste: 1/15
22: 4 7 4 | waste: 0/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 145

result 11
0: 8 7 | waste: 0/15
1: 5 10 | waste: 0/15
2: 10 5 | waste: 0/15
3: 7 8 | waste: 0/15
4: 10 5 | waste: 0/15
5: 6 9 | waste: 0/15
6: 7 8 | waste: 0/15
7: 6 | waste: 9/15
8: 10 3 | waste: 2/15
9: 9 6 | waste: 0/15
10: 6 9 | waste: 0/15
11: 4 7 4 | waste: 0/15
12: 9 3 3 | waste: 0/15
13: 10 4 | waste: 1/15
14: 7 8 | waste: 0/15
15: 4 4 7 | waste: 0/15
16: 7 8 | waste: 0/15
17: 10 5 | waste: 0/15
18: 10 5 | waste: 0/15
19: 4 4 7 | waste: 0/15
20: 10 4 | waste: 1/15
21: 6 6 3 | waste: 0/15
22: 6 9 | waste: 0/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 355

result 12
0: 5 10 | waste: 0/15
1: 5 10 | waste: 0/15
2: 6 9 | waste: 0/15
3: 8 7 | waste: 0/15
4: 10 4 | waste: 1/15
5: 10 5 | waste: 0/15
6: 10 4 | waste: 1/15
7: 5 10 | waste: 0/15
8: 5 10 | waste: 0/15
9: 4 4 7 | waste: 0/15
10: 8 7 | waste: 0/15
11: 3 3 6 3 | waste: 0/15
12: 7 8 | waste: 0/15
13: 6 | waste: 9/15
14: 7 4 4 | waste: 0/15
15: 8 7 | waste: 0/15
16: 8 7 | waste: 0/15
17: 6 9 | waste: 0/15
18: 9 6 | waste: 0/15
19: 4 4 7 | waste: 0/15
20: 3 10 | waste: 2/15
21: 9 6 | waste: 0/15
22: 6 9 | waste: 0/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 495

result 13
0: 6 3 6 | waste: 0/15
1: 5 10 | waste: 0/15
2: 8 7 | waste: 0/15
3: 7 8 | waste: 0/15
4: 6 9 | waste: 0/15
5: 4 4 7 | waste: 0/15
6: 4 4 7 | waste: 0/15
7: 4 7 4 | waste: 0/15
8: 9 6 | waste: 0/15
9: 9 6 | waste: 0/15
10: 8 7 | waste: 0/15
11: 10 5 | waste: 0/15
12: 10 3 | waste: 2/15
13: 4 10 | waste: 1/15
14: 5 10 | waste: 0/15
15: 10 3 | waste: 2/15
16: 10 5 | waste: 0/15
17: 9 6 | waste: 0/15
18: 9 6 | waste: 0/15
19: 5 10 | waste: 0/15
20: 7 | waste: 8/15
21: 4 8 3 | waste: 0/15
22: 7 8 | waste: 0/15
fitness: 0.921137 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 278

result 14
0: 10 5 | waste: 0/15
1: 9 6 | waste: 0/15
2: 3 8 4 | waste: 0/15
3: 7 8 | waste: 0/15
4: 6 9 | waste: 0/15
5: 7 8 | waste: 0/15
6: 10 5 | waste: 0/15
7: 6 9 | waste: 0/15
8: 4 7 4 | waste: 0/15
9: 10 4 | waste: 1/15
10: 5 10 | waste: 0/15
11: 6 7 | waste: 2/15
12: 4 7 4 | waste: 0/15
13: 10 5 | waste: 0/15
14: 10 | waste: 5/15
15: 8 7 | waste: 0/15
16: 9 6 | waste: 0/15
17: 5 10 | waste: 0/15
18: 10 | waste: 5/15
19: 7 8 | waste: 0/15
20: 4 7 4 | waste: 0/15
21: 9 6 | waste: 0/15
22: 3 3 3 6 | waste: 0/15
fitness: 0.918668 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 136

result 15
0: 8 7 | waste: 0/15
1: 10 4 | waste: 1/15
2: 9 6 | waste: 0/15
3: 9 6 | waste: 0/15
4: 5 10 | waste: 0/15
5: 8 7 | waste: 0/15
6: 4 4 7 | waste: 0/15
7: 4 7 4 | waste: 0/15
8: 7 8 | waste: 0/15
9: 7 4 4 | waste: 0/15
10: 5 10 | waste: 0/15
11: 8 7 | waste: 0/15
12: 7 8 | waste: 0/15
13: 3 3 9 | waste: 0/15
14: 10 5 | waste: 0/15
15: 6 | waste: 9/15
16: 3 10 | waste: 2/15
17: 5 10 | waste: 0/15
18: 6 6 3 | waste: 0/15
19: 9 6 | waste: 0/15
20: 9 6 | waste: 0/15
21: 10 5 | waste: 0/15
22: 4 10 | waste: 1/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 151

result 16
0: 6 9 | waste: 0/15
1: 10 5 | waste: 0/15
2: 6 9 | waste: 0/15
3: 4 8 3 | waste: 0/15
4: 7 8 | waste: 0/15
5: 5 10 | waste: 0/15
6: 7 8 | waste: 0/15
7: 4 7 4 | waste: 0/15
8: 3 10 | waste: 2/15
9: 9 6 | waste: 0/15
10: 9 6 | waste: 0/15
11: 4 4 7 | waste: 0/15
12: 7 | waste: 8/15
13: 10 5 | waste: 0/15
14: 5 10 | waste: 0/15
15: 6 9 | waste: 0/15
16: 3 6 6 | waste: 0/15
17: 7 4 4 | waste: 0/15
18: 10 4 | waste: 1/15
19: 7 8 | waste: 0/15
20: 8 7 | waste: 0/15
21: 5 10 | waste: 0/15
22: 3 10 | waste: 2/15
fitness: 0.921137 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 218

result 17
0: 9 3 3 | waste: 0/15
1: 6 6 3 | waste: 0/15
2: 9 6 | waste: 0/15
3: 9 6 | waste: 0/15
4: 6 9 | waste: 0/15
5: 10 5 | waste: 0/15
6: 8 7 | waste: 0/15
7: 8 7 | waste: 0/15
8: 7 4 4 | waste: 0/15
9: 5 10 | waste: 0/15
10: 9 6 | waste: 0/15
11: 10 4 | waste: 1/15
12: 7 4 4 | waste: 0/15
13: 6 | waste: 9/15
14: 3 10 | waste: 2/15
15: 10 5 | waste: 0/15
16: 5 10 | waste: 0/15
17: 4 10 | waste: 1/15
18: 5 10 | waste: 0/15
19: 8 7 | waste: 0/15
20: 7 8 | waste: 0/15
21: 7 8 | waste: 0/15
22: 4 7 4 | waste: 0/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 340

result 18
0: 6 9 | waste: 0/15
1: 4 7 4 | waste: 0/15
2: 7 8 | waste: 0/15
3: 8 7 | waste: 0/15
4: 9 6 | waste: 0/15
5: 5 10 | waste: 0/15
6: 9 3 3 | waste: 0/15
7: 10 5 | waste: 0/15
8: 8 7 | waste: 0/15
9: 4 7 4 | waste: 0/15
10: 7 8 | waste: 0/15
11: 8 7 | waste: 0/15
12: 6 3 6 | waste: 0/15
13: 10 5 | waste: 0/15
14: 4 4 7 | waste: 0/15
15: 10 4 | waste: 1/15
16: 9 6 | waste: 0/15
17: 10 5 | waste: 0/15
18: 10 3 | waste: 2/15
19: 10 4 | waste: 1/15
20: 10 5 | waste: 0/15
21: 6 9 | waste: 0/15
22: 6 | waste: 9/15
fitness: 0.923748 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 141

result 19
0: 4 7 4 | waste: 0/15
1: 8 7 | waste: 0/15
2: 7 4 4 | waste: 0/15
3: 10 5 | waste: 0/15
4: 8 4 3 | waste: 0/15
5: 8 7 | waste: 0/15
6: 6 9 | waste: 0/15
7: 6 3 6 | waste: 0/15
8: 10 5 | waste: 0/15
9: 7 4 4 | waste: 0/15
10: 9 6 | waste: 0/15
11: 7 8 | waste: 0/15
12: 8 7 | waste: 0/15
13: 10 4 | waste: 1/15
14: 10 5 | waste: 0/15
15: 10 | waste: 5/15
16: 6 9 | waste: 0/15
17: 10 5 | waste: 0/15
18: 3 10 | waste: 2/15
19: 9 6 | waste: 0/15
20: 9 6 | waste: 0/15
21: 7 3 5 | waste: 0/15
22: 10 | waste: 5/15
fitness: 0.918668 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 336

result 20
0: 6 9 | waste: 0/15
1: 7 4 4 | waste: 0/15
2: 10 5 | waste: 0/15
3: 9 6 | waste: 0/15
4: 8 3 4 | waste: 0/15
5: 8 7 | waste: 0/15
6: 10 5 | waste: 0/15
7: 10 3 | waste: 2/15
8: 10 4 | waste: 1/15
9: 9 6 | waste: 0/15
10: 7 8 | waste: 0/15
11: 8 7 | waste: 0/15
12: 6 6 3 | waste: 0/15
13: 7 8 | waste: 0/15
14: 4 7 4 | waste: 0/15
15: 9 6 | waste: 0/15
16: 9 6 | waste: 0/15
17: 5 10 | waste: 0/15
18: 10 3 | waste: 2/15
19: 4 7 4 | waste: 0/15
20: 7 | waste: 8/15
21: 10 5 | waste: 0/15
22: 10 5 | waste: 0/15
fitness: 0.921137 total_wastage: 13 num_stock_have_wastage: 4/23 found at: 256


0.923748, 0.923748, 0.923748, 0.915634, 0.923748, 0.923748, 0.923748, 0.921137, 0.923748, 0.923748, 0.923748, 0.923748, 0.921137, 0.918668, 0.923748, 0.921137, 0.923748, 0.923748, 0.918668, 0.921137 
163, 133, 231, 129, 337, 294, 300, 153, 267, 145, 355, 495, 278, 136, 151, 218, 340, 141, 336, 256 
