
result 1
0: 8 10 7 | waste: 0/25
1: 8 11 6 | waste: 0/25
2: 9 11 5 | waste: 0/25
3: 5 10 10 | waste: 0/25
4: 11 7 7 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 5 10 10 | waste: 0/25
7: 8 9 8 | waste: 0/25
8: 6 6 8 5 | waste: 0/25
9: 7 6 7 5 | waste: 0/25
10: 11 8 6 | waste: 0/25
11: 6 9 10 | waste: 0/25
12: 8 6 | waste: 11/25
13: 7 11 7 | waste: 0/25
14: 12 7 6 | waste: 0/25
15: 11 7 7 | waste: 0/25
16: 7 6 6 6 | waste: 0/25
17: 7 6 7 5 | waste: 0/25
18: 8 10 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 198

result 5
0: 11 7 7 | waste: 0/25
1: 9 10 6 | waste: 0/25
2: 11 8 6 | waste: 0/25
3: 6 10 9 | waste: 0/25
4: 7 11 7 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 10 7 8 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 6 5 7 7 | waste: 0/25
9: 11 9 5 | waste: 0/25
10: 11 6 8 | waste: 0/25
11: 11 9 5 | waste: 0/25
12: 5 8 5 7 | waste: 0/25
13: 7 12 6 | waste: 0/25
14: 6 7 6 6 | waste: 0/25
15: 10 7 8 | waste: 0/25
16: 7 7 | waste: 11/25
17: 8 5 6 6 | waste: 0/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 492

result 6
0: 10 10 5 | waste: 0/25
1: 7 7 6 5 | waste: 0/25
2: 6 11 8 | waste: 0/25
3: 7 11 7 | waste: 0/25
4: 7 8 5 5 | waste: 0/25
5: 11 7 7 | waste: 0/25
6: 7 7 | waste: 11/25
7: 11 8 6 | waste: 0/25
8: 6 10 9 | waste: 0/25
9: 8 11 6 | waste: 0/25
10: 9 10 6 | waste: 0/25
11: 7 10 8 | waste: 0/25
12: 7 11 7 | waste: 0/25
13: 7 5 6 7 | waste: 0/25
14: 8 5 12 | waste: 0/25
15: 9 11 5 | waste: 0/25
16: 11 8 6 | waste: 0/25
17: 7 6 6 6 | waste: 0/25
18: 9 10 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 375

result 7
0: 11 8 6 | waste: 0/25
1: 9 10 6 | waste: 0/25
2: 11 8 6 | waste: 0/25
3: 11 7 7 | waste: 0/25
4: 5 10 10 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 8 10 7 | waste: 0/25
7: 12 6 7 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 11 5 9 | waste: 0/25
10: 10 9 6 | waste: 0/25
11: 6 7 6 6 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 11 8 6 | waste: 0/25
14: 5 6 9 5 | waste: 0/25
15: 7 5 6 7 | waste: 0/25
16: 6 8 | waste: 11/25
17: 5 8 7 5 | waste: 0/25
18: 7 10 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 96

result 8
0: 11 6 8 | waste: 0/25
1: 9 5 | waste: 11/25
2: 6 6 7 6 | waste: 0/25
3: 6 6 7 6 | waste: 0/25
4: 9 11 5 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 9 8 8 | waste: 0/25
7: 10 8 7 | waste: 0/25
8: 8 10 7 | waste: 0/25
9: 10 5 5 5 | waste: 0/25
10: 8 11 6 | waste: 0/25
11: 7 10 8 | waste: 0/25
12: 7 6 12 | waste: 0/25
13: 7 6 6 6 | waste: 0/25
14: 7 11 7 | waste: 0/25
15: 11 9 5 | waste: 0/25
16: 11 7 7 | waste: 0/25
17: 10 10 5 | waste: 0/25
18: 11 7 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 477

result 9
0: 10 5 10 | waste: 0/25
1: 7 5 6 7 | waste: 0/25
2: 8 7 5 5 | waste: 0/25
3: 10 9 6 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 8 10 7 | waste: 0/25
6: 7 7 6 5 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 8 6 | waste: 11/25
9: 10 7 8 | waste: 0/25
10: 11 7 7 | waste: 0/25
11: 11 6 8 | waste: 0/25
12: 11 9 5 | waste: 0/25
13: 6 7 6 6 | waste: 0/25
14: 6 9 10 | waste: 0/25
15: 7 12 6 | waste: 0/25
16: 11 6 8 | waste: 0/25
17: 8 11 6 | waste: 0/25
18: 11 7 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 417

result 10
0: 7 10 8 | waste: 0/25
1: 10 10 5 | waste: 0/25
2: 7 6 7 5 | waste: 0/25
3: 7 6 6 6 | waste: 0/25
4: 6 5 9 5 | waste: 0/25
5: 11 8 6 | waste: 0/25
6: 7 11 7 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 10 5 10 | waste: 0/25
9: 11 11 | waste: 3/25
10: 8 12 | waste: 5/25
11: 8 11 6 | waste: 0/25
12: 7 6 6 6 | waste: 0/25
13: 11 9 5 | waste: 0/25
14: 8 8 9 | waste: 0/25
15: 8 10 7 | waste: 0/25
16: 7 6 7 5 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 9 6 7 | waste: 3/25
fitness: 0.935104 total_wastage: 11 found at: 993

result 11
0: 6 8 | waste: 11/25
1: 7 5 7 6 | waste: 0/25
2: 8 10 7 | waste: 0/25
3: 9 6 10 | waste: 0/25
4: 8 11 6 | waste: 0/25
5: 11 8 6 | waste: 0/25
6: 8 11 6 | waste: 0/25
7: 8 11 6 | waste: 0/25
8: 7 12 6 | waste: 0/25
9: 10 7 8 | waste: 0/25
10: 7 11 7 | waste: 0/25
11: 5 10 10 | waste: 0/25
12: 10 6 9 | waste: 0/25
13: 11 7 7 | waste: 0/25
14: 7 11 7 | waste: 0/25
15: 7 6 7 5 | waste: 0/25
16: 6 5 5 9 | waste: 0/25
17: 9 11 5 | waste: 0/25
18: 7 7 6 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 452

result 12
0: 7 6 6 6 | waste: 0/25
1: 8 6 | waste: 11/25
2: 10 7 8 | waste: 0/25
3: 11 9 5 | waste: 0/25
4: 10 8 7 | waste: 0/25
5: 11 9 5 | waste: 0/25
6: 8 11 6 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 6 6 7 6 | waste: 0/25
9: 10 7 8 | waste: 0/25
10: 5 10 10 | waste: 0/25
11: 9 5 5 6 | waste: 0/25
12: 7 12 6 | waste: 0/25
13: 6 8 6 5 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 11 7 7 | waste: 0/25
16: 8 10 7 | waste: 0/25
17: 11 9 5 | waste: 0/25
18: 11 7 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 330

result 13
0: 6 5 9 5 | waste: 0/25
1: 7 7 | waste: 11/25
2: 7 10 8 | waste: 0/25
3: 6 11 8 | waste: 0/25
4: 11 8 6 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 9 11 5 | waste: 0/25
7: 7 10 8 | waste: 0/25
8: 7 12 6 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 11 6 8 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 6 10 9 | waste: 0/25
13: 6 7 7 5 | waste: 0/25
14: 8 11 6 | waste: 0/25
15: 7 6 7 5 | waste: 0/25
16: 7 5 7 6 | waste: 0/25
17: 11 8 6 | waste: 0/25
18: 10 9 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 493

result 14
0: 10 8 7 | waste: 0/25
1: 7 7 6 5 | waste: 0/25
2: 9 10 6 | waste: 0/25
3: 7 6 7 5 | waste: 0/25
4: 11 7 7 | waste: 0/25
5: 7 12 6 | waste: 0/25
6: 7 7 | waste: 11/25
7: 11 8 6 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 9 10 6 | waste: 0/25
10: 10 7 8 | waste: 0/25
11: 10 10 5 | waste: 0/25
12: 8 11 6 | waste: 0/25
13: 9 11 5 | waste: 0/25
14: 11 9 5 | waste: 0/25
15: 7 6 7 5 | waste: 0/25
16: 6 8 5 6 | waste: 0/25
17: 8 11 6 | waste: 0/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 302

result 15
0: 11 8 6 | waste: 0/25
1: 8 11 6 | waste: 0/25
2: 12 7 6 | waste: 0/25
3: 7 10 8 | waste: 0/25
4: 6 8 | waste: 11/25
5: 7 11 7 | waste: 0/25
6: 7 11 7 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 8 10 7 | waste: 0/25
9: 5 11 9 | waste: 0/25
10: 8 11 6 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 6 6 6 7 | waste: 0/25
13: 5 7 8 5 | waste: 0/25
14: 6 10 9 | waste: 0/25
15: 10 10 5 | waste: 0/25
16: 9 7 9 | waste: 0/25
17: 10 5 5 5 | waste: 0/25
18: 6 6 6 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 412

result 16
0: 11 7 7 | waste: 0/25
1: 6 7 7 5 | waste: 0/25
2: 8 10 7 | waste: 0/25
3: 5 10 10 | waste: 0/25
4: 6 11 8 | waste: 0/25
5: 9 9 7 | waste: 0/25
6: 8 6 | waste: 11/25
7: 6 7 7 5 | waste: 0/25
8: 11 8 6 | waste: 0/25
9: 7 12 6 | waste: 0/25
10: 10 10 5 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 6 11 8 | waste: 0/25
13: 6 11 8 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 11 9 5 | waste: 0/25
16: 8 6 6 5 | waste: 0/25
17: 6 10 9 | waste: 0/25
18: 7 7 6 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 919

result 17
0: 6 5 8 6 | waste: 0/25
1: 12 5 8 | waste: 0/25
2: 11 9 5 | waste: 0/25
3: 6 6 6 7 | waste: 0/25
4: 7 7 | waste: 11/25
5: 10 10 5 | waste: 0/25
6: 9 7 9 | waste: 0/25
7: 6 9 5 5 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 11 7 7 | waste: 0/25
11: 11 8 6 | waste: 0/25
12: 11 8 6 | waste: 0/25
13: 11 7 7 | waste: 0/25
14: 10 10 5 | waste: 0/25
15: 11 8 6 | waste: 0/25
16: 10 8 7 | waste: 0/25
17: 8 7 10 | waste: 0/25
18: 6 6 7 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 565

result 18
0: 9 11 5 | waste: 0/25
1: 6 11 8 | waste: 0/25
2: 10 10 5 | waste: 0/25
3: 10 10 5 | waste: 0/25
4: 6 11 8 | waste: 0/25
5: 9 10 6 | waste: 0/25
6: 7 7 11 | waste: 0/25
7: 9 9 7 | waste: 0/25
8: 8 7 10 | waste: 0/25
9: 8 7 5 5 | waste: 0/25
10: 6 6 8 5 | waste: 0/25
11: 7 7 | waste: 11/25
12: 7 11 7 | waste: 0/25
13: 11 7 7 | waste: 0/25
14: 11 8 6 | waste: 0/25
15: 6 6 7 6 | waste: 0/25
16: 6 11 8 | waste: 0/25
17: 7 7 6 5 | waste: 0/25
18: 7 12 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 225

result 19
0: 7 7 | waste: 11/25
1: 9 10 6 | waste: 0/25
2: 5 12 8 | waste: 0/25
3: 5 7 7 6 | waste: 0/25
4: 7 6 7 5 | waste: 0/25
5: 8 11 6 | waste: 0/25
6: 9 10 6 | waste: 0/25
7: 11 9 5 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 7 10 8 | waste: 0/25
10: 7 6 7 5 | waste: 0/25
11: 11 7 7 | waste: 0/25
12: 9 10 6 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 10 10 5 | waste: 0/25
15: 6 6 8 5 | waste: 0/25
16: 11 7 7 | waste: 0/25
17: 11 8 6 | waste: 0/25
18: 11 8 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 399

result 20
0: 6 7 7 5 | waste: 0/25
1: 8 11 6 | waste: 0/25
2: 7 12 6 | waste: 0/25
3: 10 9 6 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 8 7 10 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 10 7 8 | waste: 0/25
9: 11 8 6 | waste: 0/25
10: 8 11 6 | waste: 0/25
11: 9 6 10 | waste: 0/25
12: 8 11 6 | waste: 0/25
13: 7 11 7 | waste: 0/25
14: 6 5 7 7 | waste: 0/25
15: 8 6 6 5 | waste: 0/25
16: 9 5 | waste: 11/25
17: 6 7 7 5 | waste: 0/25
18: 7 11 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 416


0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.935104, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202 
116, 203, 639, 198, 492, 375, 96, 477, 417, 993, 452, 330, 493, 302, 412, 919, 565, 225, 399, 416 
