
result 1
0: 11 6 8 | waste: 0/25
20: 6 7 | waste: 0/13
21: 6 7 | waste: 0/13
22: 5 7 7 6 | waste: 0/25
23: 9 11 5 | waste: 0/25
fitness: 1 total_wastage: 0 found at: 487

result 7
0: 7 11 7 | waste: 0/25
1: 10 10 | waste: 0/20
2: 9 5 11 | waste: 0/25
3: 9 8 8 | waste: 0/25
4: 10 10 | waste: 0/20
5: 10 10 5 | waste: 0/25
6: 11 8 5 | waste: 1/25
7: 7 6 | waste: 0/13
8: 6 7 | waste: 0/13
9: 7 11 7 | waste: 0/25
10: 11 6 8 | waste: 0/25
11: 7 6 | waste: 0/13
12: 9 11 | waste: 0/20
13: 11 6 8 | waste: 0/25
14: 7 7 5 6 | waste: 0/25
15: 7 5 8 | waste: 0/20
16: 7 5 6 7 | waste: 0/25
17: 7 6 | waste: 0/13
18: 11 9 5 | waste: 0/25
19: 8 12 | waste: 0/20
20: 7 6 | waste: 0/13
21: 7 6 6 6 | waste: 0/25
fitness: 0.989328 total_wastage: 1 found at: 301

result 8
0: 7 11 7 | waste: 0/25
1: 8 6 5 6 | waste: 0/25
2: 7 11 7 | waste: 0/25
3: 11 8 6 | waste: 0/25
4: 8 5 | waste: 0/13
5: 6 7 | waste: 0/13
6: 9 6 10 | waste: 0/25
7: 10 10 | waste: 0/20
8: 11 9 5 | waste: 0/25
9: 8 12 5 | waste: 0/25
10: 8 7 10 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 7 6 | waste: 0/13
13: 8 5 | waste: 0/13
14: 10 10 5 | waste: 0/25
15: 6 7 | waste: 0/13
16: 7 6 | waste: 0/13
17: 11 8 6 | waste: 0/25
18: 9 5 11 | waste: 0/25
19: 7 6 | waste: 0/13
20: 7 7 6 | waste: 0/20
21: 7 6 | waste: 0/13
22: 9 11 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 1545

result 9
0: 9 5 11 | waste: 0/25
1: 9 5 11 | waste: 0/25
2: 10 8 7 | waste: 0/25
3: 9 10 6 | waste: 0/25
4: 6 6 7 6 | waste: 0/25
5: 11 9 | waste: 0/20
6: 7 7 11 | waste: 0/25
7: 11 8 6 | waste: 0/25
8: 12 5 8 | waste: 0/25
9: 8 11 6 | waste: 0/25
10: 7 6 | waste: 0/13
11: 8 5 7 | waste: 0/20
12: 7 6 | waste: 0/13
13: 7 7 11 | waste: 0/25
14: 10 10 | waste: 0/20
15: 10 10 | waste: 0/20
16: 5 6 8 6 | waste: 0/25
17: 8 7 5 5 | waste: 0/25
18: 7 7 6 | waste: 0/20
19: 7 11 7 | waste: 0/25
20: 6 7 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 580

result 10
0: 11 8 6 | waste: 0/25
1: 9 11 5 | waste: 0/25
2: 9 11 5 | waste: 0/25
3: 6 7 | waste: 0/13
4: 11 9 | waste: 0/20
5: 8 7 5 | waste: 0/20
6: 12 6 7 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 6 7 7 | waste: 0/20
9: 8 5 6 6 | waste: 0/25
10: 10 10 5 | waste: 0/25
11: 10 7 8 | waste: 0/25
12: 8 6 6 | waste: 0/20
13: 11 7 7 | waste: 0/25
14: 8 7 10 | waste: 0/25
15: 7 6 | waste: 0/13
16: 11 9 5 | waste: 0/25
17: 11 7 6 | waste: 1/25
18: 5 8 | waste: 0/13
19: 10 10 | waste: 0/20
20: 7 6 | waste: 0/13
21: 7 6 | waste: 0/13
fitness: 0.989328 total_wastage: 1 found at: 161

result 11
0: 6 11 8 | waste: 0/25
1: 12 8 | waste: 0/20
2: 11 7 7 | waste: 0/25
3: 5 7 7 6 | waste: 0/25
4: 11 9 | waste: 0/20
5: 11 8 6 | waste: 0/25
6: 7 7 6 | waste: 0/20
7: 8 5 | waste: 0/13
8: 7 7 6 | waste: 0/20
9: 9 11 | waste: 0/20
10: 6 11 8 | waste: 0/25
11: 6 7 | waste: 0/13
12: 9 11 | waste: 0/20
13: 7 5 8 | waste: 0/20
14: 7 7 6 | waste: 0/20
15: 10 10 5 | waste: 0/25
16: 5 5 10 5 | waste: 0/25
17: 7 10 8 | waste: 0/25
18: 6 6 7 6 | waste: 0/25
19: 7 6 | waste: 0/13
20: 11 9 | waste: 0/20
21: 10 10 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 462

result 12
0: 8 6 11 | waste: 0/25
1: 11 9 | waste: 0/20
2: 6 7 6 6 | waste: 0/25
3: 7 6 | waste: 0/13
4: 11 9 | waste: 0/20
5: 7 6 | waste: 0/13
6: 8 5 | waste: 0/13
7: 8 7 5 | waste: 0/20
8: 7 7 11 | waste: 0/25
9: 11 7 7 | waste: 0/25
10: 11 9 | waste: 0/20
11: 7 7 6 | waste: 0/20
12: 7 10 7 | waste: 1/25
13: 6 7 | waste: 0/13
14: 9 6 5 | waste: 0/20
15: 5 10 5 5 | waste: 0/25
16: 6 11 8 | waste: 0/25
17: 10 10 | waste: 0/20
18: 12 8 | waste: 0/20
19: 10 10 | waste: 0/20
20: 11 6 8 | waste: 0/25
21: 8 7 5 | waste: 0/20
22: 6 7 | waste: 0/13
fitness: 0.989855 total_wastage: 1 found at: 659

result 13
0: 10 10 | waste: 0/20
1: 9 11 | waste: 0/20
2: 11 6 8 | waste: 0/25
3: 6 6 8 | waste: 0/20
4: 7 7 6 | waste: 0/20
5: 6 6 6 7 | waste: 0/25
6: 8 5 | waste: 0/13
7: 7 5 5 8 | waste: 0/25
8: 10 10 | waste: 0/20
9: 10 10 | waste: 0/20
10: 7 5 6 7 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 9 11 | waste: 0/20
13: 11 9 | waste: 0/20
14: 7 7 6 | waste: 0/20
15: 5 7 7 6 | waste: 0/25
16: 8 5 | waste: 0/13
17: 11 8 6 | waste: 0/25
18: 11 7 7 | waste: 0/25
19: 9 11 | waste: 0/20
20: 12 8 5 | waste: 0/25
21: 7 6 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 856

result 14
0: 10 10 | waste: 0/20
1: 8 11 6 | waste: 0/25
2: 9 11 | waste: 0/20
3: 12 8 5 | waste: 0/25
4: 7 11 7 | waste: 0/25
5: 5 8 | waste: 0/13
6: 10 5 10 | waste: 0/25
7: 5 8 | waste: 0/13
8: 7 6 | waste: 0/13
9: 7 6 | waste: 0/13
10: 11 8 6 | waste: 0/25
11: 7 6 | waste: 0/13
12: 7 6 7 5 | waste: 0/25
13: 9 11 | waste: 0/20
14: 10 10 5 | waste: 0/25
15: 6 7 7 | waste: 0/20
16: 8 7 5 | waste: 0/20
17: 7 6 7 | waste: 0/20
18: 7 6 | waste: 0/13
19: 11 9 | waste: 0/20
20: 9 11 | waste: 0/20
21: 7 6 | waste: 0/13
22: 8 11 6 | waste: 0/25
23: 7 6 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 585

result 15
0: 8 6 11 | waste: 0/25
1: 6 11 8 | waste: 0/25
2: 9 11 5 | waste: 0/25
3: 8 12 5 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 7 6 7 | waste: 0/20
6: 7 7 6 | waste: 0/20
7: 7 6 | waste: 0/13
8: 10 8 7 | waste: 0/25
9: 10 10 5 | waste: 0/25
10: 9 5 11 | waste: 0/25
11: 7 6 7 5 | waste: 0/25
12: 7 6 | waste: 0/13
13: 7 11 7 | waste: 0/25
14: 10 10 | waste: 0/20
15: 6 7 | waste: 0/13
16: 7 6 7 | waste: 0/20
17: 6 7 | waste: 0/13
18: 8 10 6 | waste: 1/25
19: 11 8 6 | waste: 0/25
20: 8 5 | waste: 0/13
21: 9 11 | waste: 0/20
fitness: 0.989328 total_wastage: 1 found at: 246

result 16
0: 9 8 8 | waste: 0/25
1: 8 7 10 | waste: 0/25
2: 11 6 5 | waste: 3/25
3: 7 11 7 | waste: 0/25
4: 8 7 5 | waste: 0/20
5: 11 6 8 | waste: 0/25
6: 6 7 | waste: 0/13
7: 10 10 5 | waste: 0/25
8: 10 5 5 | waste: 0/20
9: 11 9 | waste: 0/20
10: 7 7 11 | waste: 0/25
11: 6 11 8 | waste: 0/25
12: 7 12 6 | waste: 0/25
13: 5 6 8 6 | waste: 0/25
14: 6 7 | waste: 0/13
15: 9 5 11 | waste: 0/25
16: 7 6 | waste: 0/13
17: 7 6 | waste: 0/13
18: 6 7 7 | waste: 0/20
19: 7 6 7 | waste: 0/20
20: 11 9 | waste: 0/20
21: 10 10 | waste: 0/20
fitness: 0.982962 total_wastage: 3 found at: 121

result 17
0: 10 10 | waste: 0/20
1: 11 9 | waste: 0/20
2: 6 5 9 | waste: 0/20
3: 5 8 | waste: 0/13
4: 10 10 | waste: 0/20
5: 7 8 5 | waste: 0/20
6: 7 6 | waste: 0/13
7: 7 7 11 | waste: 0/25
8: 8 11 6 | waste: 0/25
9: 7 6 | waste: 0/13
10: 7 7 6 | waste: 0/20
11: 10 10 5 | waste: 0/25
12: 6 7 | waste: 0/13
13: 8 12 | waste: 0/20
14: 8 6 11 | waste: 0/25
15: 8 5 | waste: 0/13
16: 11 7 7 | waste: 0/25
17: 9 11 | waste: 0/20
18: 7 6 | waste: 0/13
19: 7 11 7 | waste: 0/25
20: 6 5 9 5 | waste: 0/25
21: 7 6 | waste: 0/13
22: 6 8 11 | waste: 0/25
23: 7 6 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 1959

result 18
0: 11 9 | waste: 0/20
1: 11 7 7 | waste: 0/25
2: 7 5 7 6 | waste: 0/25
3: 8 11 6 | waste: 0/25
4: 7 11 7 | waste: 0/25
5: 8 7 5 | waste: 0/20
6: 11 9 5 | waste: 0/25
7: 7 6 | waste: 0/13
8: 11 9 | waste: 0/20
9: 7 6 | waste: 0/13
10: 6 6 7 6 | waste: 0/25
11: 9 11 | waste: 0/20
12: 7 10 8 | waste: 0/25
13: 7 7 6 | waste: 0/20
14: 11 6 8 | waste: 0/25
15: 6 8 6 | waste: 0/20
16: 7 7 6 5 | waste: 0/25
17: 10 5 5 | waste: 0/20
18: 10 10 | waste: 0/20
19: 10 10 | waste: 0/20
20: 12 8 | waste: 0/20
21: 8 5 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 589

result 19
0: 11 8 6 | waste: 0/25
1: 11 7 7 | waste: 0/25
2: 7 5 8 5 | waste: 0/25
3: 10 10 | waste: 0/20
4: 10 9 6 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 11 6 8 | waste: 0/25
7: 7 6 | waste: 0/13
8: 7 6 | waste: 0/13
9: 7 6 | waste: 0/13
10: 11 9 | waste: 0/20
11: 11 9 | waste: 0/20
12: 12 8 5 | waste: 0/25
13: 6 7 | waste: 0/13
14: 7 6 | waste: 0/13
15: 7 11 7 | waste: 0/25
16: 7 7 6 | waste: 0/20
17: 7 10 7 | waste: 1/25
18: 5 5 8 7 | waste: 0/25
19: 9 11 | waste: 0/20
20: 8 6 6 5 | waste: 0/25
21: 8 11 6 | waste: 0/25
fitness: 0.989328 total_wastage: 1 found at: 236

result 20
0: 9 11 5 | waste: 0/25
1: 11 8 6 | waste: 0/25
2: 10 10 5 | waste: 0/25
3: 8 5 | waste: 0/13
4: 8 12 | waste: 0/20
5: 10 7 7 | waste: 1/25
6: 11 8 6 | waste: 0/25
7: 7 8 10 | waste: 0/25
8: 6 8 6 5 | waste: 0/25
9: 5 9 6 | waste: 0/20
10: 6 7 7 | waste: 0/20
11: 7 11 7 | waste: 0/25
12: 6 7 | waste: 0/13
13: 11 7 7 | waste: 0/25
14: 7 6 | waste: 0/13
15: 9 11 5 | waste: 0/25
16: 9 11 | waste: 0/20
17: 6 5 7 7 | waste: 0/25
18: 7 6 | waste: 0/13
19: 10 10 | waste: 0/20
20: 8 11 6 | waste: 0/25
21: 7 6 | waste: 0/13
fitness: 0.989328 total_wastage: 1 found at: 278
