
result 1
0: 1050 1350 1100 | waste: 0/3500
13: 1200 2220 | waste: 80/3500
14: 1250 2250 | waste: 0/3500
15: 1900 1900 | waste: 0/3800
16: 1950 2000 | waste: 0/3950
17: 1950 2000 | waste: 0/3950
18: 2000 1950 | waste: 0/3950
19: 2050 2100 | waste: 0/4150
20: 1850 2100 | waste: 0/3950
21: 1200 1100 1200 | waste: 0/3500
22: 1700 2000 | waste: 0/3700
23: 1700 2000 | waste: 0/3700
24: 1900 1900 | waste: 0/3800
25: 1100 1250 1150 | waste: 0/3500
26: 1650 1850 | waste: 0/3500
27: 1850 1850 | waste: 0/3700
28: 2220 1200 | waste: 80/3500
29: 1950 2000 | waste: 0/3950
30: 1850 1650 | waste: 0/3500
31: 2050 1900 | waste: 0/3950
32: 2100 1350 | waste: 50/3500
33: 2100 1350 | waste: 50/3500
34: 1900 1900 | waste: 0/3800
35: 2250 1250 | waste: 0/3500
36: 2100 1850 | waste: 0/3950
37: 2100 1350 | waste: 50/3500
38: 1900 1900 | waste: 0/3800
39: 1900 1900 | waste: 0/3800
40: 1200 1300 1050 | waste: 0/3550
41: 2100 1350 | waste: 50/3500
42: 1200 1050 1250 | waste: 0/3500
43: 1350 2100 | waste: 50/3500
44: 2350 1150 | waste: 0/3500
45: 2050 2100 | waste: 0/4150
46: 2350 1150 | waste: 0/3500
47: 2100 1150 | waste: 250/3500
48: 2100 1350 | waste: 50/3500
49: 2100 1350 | waste: 50/3500
50: 2220 1200 | waste: 80/3500
51: 1850 1850 | waste: 0/3700
52: 2000 1700 | waste: 0/3700
53: 1100 1350 1050 | waste: 0/3500
54: 1950 2000 | waste: 0/3950
55: 2100 2050 | waste: 0/4150
56: 2220 1200 | waste: 80/3500
57: 2250 1250 | waste: 0/3500
58: 2000 1700 | waste: 0/3700
fitness: 0.965858 total_wastage: 970 found at: 2101

result 3
0: 2000 1950 | waste: 0/3950
1: 2100 1350 | waste: 50/3500
2: 2000 1950 | waste: 0/3950
3: 1950 1850 | waste: 0/3800
4: 1850 1850 | waste: 0/3700
5: 1900 2050 | waste: 0/3950
6: 1200 1200 1100 | waste: 0/3500
7: 1900 1900 | waste: 0/3800
8: 1900 1900 | waste: 0/3800
9: 1100 1300 1100 | waste: 0/3500
10: 2050 1900 | waste: 0/3950
11: 1850 2100 | waste: 0/3950
12: 1900 2050 | waste: 0/3950
13: 2000 1150 | waste: 350/3500
14: 2000 1700 | waste: 0/3700
15: 1950 2000 | waste: 0/3950
16: 1850 2100 | waste: 0/3950
17: 2000 1950 | waste: 0/3950
18: 2350 1150 | waste: 0/3500
19: 1350 1050 1100 | waste: 0/3500
20: 2100 1850 | waste: 0/3950
21: 2250 1250 | waste: 0/3500
22: 1950 2000 | waste: 0/3950
23: 1850 1850 | waste: 0/3700
24: 2220 1200 | waste: 80/3500
25: 1900 1650 | waste: 0/3550
26: 2100 1300 | waste: 100/3500
27: 1350 2100 | waste: 50/3500
28: 1100 1350 1050 | waste: 0/3500
29: 1250 1150 1100 | waste: 0/3500
30: 1850 2100 | waste: 0/3950
31: 2220 1300 | waste: 30/3550
32: 1700 2000 | waste: 0/3700
33: 1900 1900 | waste: 0/3800
34: 2000 1700 | waste: 0/3700
35: 1350 2100 | waste: 50/3500
36: 2100 1350 | waste: 50/3500
37: 2250 1250 | waste: 0/3500
38: 2100 1350 | waste: 50/3500
39: 1850 2100 | waste: 0/3950
40: 2250 1250 | waste: 0/3500
41: 1900 1900 | waste: 0/3800
42: 2100 1350 | waste: 50/3500
43: 2100 1350 | waste: 50/3500
44: 1650 1900 | waste: 0/3550
45: 1900 2050 | waste: 0/3950
46: 1850 1850 | waste: 0/3700
47: 2050 2100 | waste: 0/4150
48: 1100 1200 1200 | waste: 0/3500
49: 2350 1150 | waste: 0/3500
50: 1900 2050 | waste: 0/3950
51: 2220 1200 | waste: 80/3500
52: 2000 1700 | waste: 0/3700
53: 2250 1250 | waste: 0/3500
54: 1850 2100 | waste: 0/3950
55: 1200 1250 1050 | waste: 0/3500
56: 2000 1700 | waste: 0/3700
57: 2220 1200 | waste: 80/3500
58: 1200 1200 1100 | waste: 0/3500
fitness: 0.965204 total_wastage: 1070 found at: 661

result 4
0: 1700 2000 | waste: 0/3700
1: 1850 1850 | waste: 0/3700
2: 1950 2000 | waste: 0/3950
3: 1150 1200 1150 | waste: 0/3500
4: 1900 2050 | waste: 0/3950
5: 2220 1250 | waste: 30/3500
6: 1850 1850 | waste: 0/3700
7: 1900 1900 | waste: 0/3800
8: 2100 2050 | waste: 0/4150
9: 2100 1850 | waste: 0/3950
10: 2100 1850 | waste: 0/3950
11: 1200 1200 1100 | waste: 0/3500
12: 2250 1250 | waste: 0/3500
13: 2050 1900 | waste: 0/3950
14: 2000 1950 | waste: 0/3950
15: 1300 1100 1100 | waste: 0/3500
16: 2000 1950 | waste: 0/3950
17: 2100 2050 | waste: 0/4150
18: 2000 1200 | waste: 300/3500
19: 2000 1700 | waste: 0/3700
20: 2100 1850 | waste: 0/3950
21: 2050 1900 | waste: 0/3950
22: 2220 1250 | waste: 30/3500
23: 2100 1350 | waste: 50/3500
24: 2250 1250 | waste: 0/3500
25: 2250 1250 | waste: 0/3500
26: 2250 1250 | waste: 0/3500
27: 2100 1300 | waste: 100/3500
28: 1900 1900 | waste: 0/3800
29: 1850 1850 | waste: 0/3700
30: 2100 1350 | waste: 50/3500
31: 1100 1350 1050 | waste: 0/3500
32: 2100 1350 | waste: 50/3500
33: 2350 1150 | waste: 0/3500
34: 2100 1350 | waste: 50/3500
35: 2100 1850 | waste: 0/3950
36: 2050 1900 | waste: 0/3950
37: 2220 1200 | waste: 80/3500
38: 1100 1200 1200 | waste: 0/3500
39: 1200 1200 1100 | waste: 0/3500
40: 2220 1200 | waste: 80/3500
41: 1650 1850 | waste: 0/3500
42: 1050 1100 1350 | waste: 0/3500
43: 2100 1300 | waste: 100/3500
44: 2100 1350 | waste: 50/3500
45: 2350 1150 | waste: 0/3500
46: 1050 1350 1100 | waste: 0/3500
47: 1850 2100 | waste: 0/3950
48: 2000 1700 | waste: 0/3700
49: 2000 1950 | waste: 0/3950
50: 2000 1950 | waste: 0/3950
51: 2000 1700 | waste: 0/3700
52: 1900 1900 | waste: 0/3800
53: 2000 1700 | waste: 0/3700
54: 1850 1950 | waste: 0/3800
55: 2100 1350 | waste: 50/3500
56: 1900 1650 | waste: 0/3550
57: 1900 1900 | waste: 0/3800
58: 1900 1900 | waste: 0/3800
fitness: 0.965736 total_wastage: 1020 found at: 962

result 5
0: 1900 2050 | waste: 0/3950
1: 1900 1900 | waste: 0/3800
2: 1900 1900 | waste: 0/3800
3: 2100 2050 | waste: 0/4150
4: 2000 1950 | waste: 0/3950
5: 1350 1150 1050 | waste: 0/3550
6: 2220 1300 | waste: 30/3550
7: 1900 1900 | waste: 0/3800
8: 2100 2050 | waste: 0/4150
9: 1850 2100 | waste: 0/3950
10: 1650 1850 | waste: 0/3500
11: 1100 1100 1350 | waste: 0/3550
12: 1850 2100 | waste: 0/3950
13: 1700 1850 | waste: 0/3550
14: 2100 1850 | waste: 0/3950
15: 1850 2100 | waste: 0/3950
16: 2100 1350 | waste: 50/3500
17: 2220 1300 | waste: 30/3550
18: 2050 1900 | waste: 0/3950
19: 1950 2000 | waste: 0/3950
20: 1200 1100 1200 | waste: 0/3500
21: 1850 2100 | waste: 0/3950
22: 1200 1100 1200 | waste: 0/3500
23: 2100 1850 | waste: 0/3950
24: 1950 2000 | waste: 0/3950
25: 2000 1700 | waste: 0/3700
26: 1850 1850 | waste: 0/3700
27: 1900 1900 | waste: 0/3800
28: 1900 1900 | waste: 0/3800
29: 2250 1250 | waste: 0/3500
30: 2000 1700 | waste: 0/3700
31: 2000 1950 | waste: 0/3950
32: 2100 1850 | waste: 0/3950
33: 1700 2000 | waste: 0/3700
34: 2000 2220 | waste: 30/4250
35: 2100 1850 | waste: 0/3950
36: 2250 1250 | waste: 0/3500
37: 1250 1200 1050 | waste: 0/3500
38: 1200 1100 1200 | waste: 0/3500
39: 2350 1150 | waste: 0/3500
40: 2100 1350 | waste: 50/3500
41: 2220 1300 | waste: 30/3550
42: 1650 1850 | waste: 0/3500
43: 2000 1950 | waste: 0/3950
44: 1050 1350 1100 | waste: 0/3500
45: 2100 2050 | waste: 0/4150
46: 2250 1250 | waste: 0/3500
47: 2000 1950 | waste: 0/3950
48: 1200 1350 1150 | waste: 0/3700
49: 1900 1900 | waste: 0/3800
50: 1350 1100 1250 | waste: 0/3700
51: 1150 2350 | waste: 0/3500
52: 2100 1350 | waste: 50/3500
53: 2100 1350 | waste: 50/3500
54: 1200 1100 1200 | waste: 0/3500
55: 1900 2050 | waste: 0/3950
56: 2250 1250 | waste: 0/3500
57: 1700 2000 | waste: 0/3700
fitness: 0.983461 total_wastage: 320 found at: 1038

result 6
0: 1900 1900 | waste: 0/3800
1: 1700 2000 | waste: 0/3700
2: 1850 1850 | waste: 0/3700
3: 2100 1850 | waste: 0/3950
4: 1900 1900 | waste: 0/3800
5: 1700 2000 | waste: 0/3700
6: 2000 1950 | waste: 0/3950
7: 1900 1650 | waste: 0/3550
8: 2050 2100 | waste: 0/4150
9: 1250 1200 1050 | waste: 0/3500
10: 1200 2220 | waste: 80/3500
11: 2250 1250 | waste: 0/3500
12: 2220 1300 | waste: 30/3550
13: 2050 2100 | waste: 0/4150
14: 2050 1900 | waste: 0/3950
15: 1950 1850 | waste: 0/3800
16: 2000 1700 | waste: 0/3700
17: 1900 1900 | waste: 0/3800
18: 1900 2050 | waste: 0/3950
19: 2250 1300 | waste: 0/3550
20: 1850 2100 | waste: 0/3950
21: 2100 1350 | waste: 50/3500
22: 2250 1250 | waste: 0/3500
23: 2100 1850 | waste: 0/3950
24: 1900 1900 | waste: 0/3800
25: 1350 2100 | waste: 50/3500
26: 1900 2050 | waste: 0/3950
27: 2000 1950 | waste: 0/3950
28: 1950 2000 | waste: 0/3950
29: 2000 1950 | waste: 0/3950
30: 1250 1150 1100 | waste: 0/3500
31: 1350 2100 | waste: 50/3500
32: 1100 1200 1200 | waste: 0/3500
33: 2220 2000 | waste: 30/4250
34: 2100 1350 | waste: 50/3500
35: 2000 1950 | waste: 0/3950
36: 1050 1350 1100 | waste: 0/3500
37: 2220 1300 | waste: 30/3550
38: 1850 1850 | waste: 0/3700
39: 1850 1700 | waste: 0/3550
40: 2100 2050 | waste: 0/4150
41: 2100 1350 | waste: 50/3500
42: 1200 1100 1200 | waste: 0/3500
43: 1850 2100 | waste: 0/3950
44: 2100 1850 | waste: 0/3950
45: 1900 1900 | waste: 0/3800
46: 1200 1200 1100 | waste: 0/3500
47: 1850 1850 | waste: 0/3700
48: 1200 1200 1100 | waste: 0/3500
49: 2350 1150 | waste: 0/3500
50: 1100 1250 1150 | waste: 0/3500
51: 1100 1350 1050 | waste: 0/3500
52: 2350 1150 | waste: 0/3500
53: 1900 1650 | waste: 0/3550
54: 2000 | waste: 1500/3500
55: 2000 1700 | waste: 0/3700
56: 2250 1250 | waste: 0/3500
57: 2100 1350 | waste: 50/3500
58: 2100 1350 | waste: 50/3500
fitness: 0.964771 total_wastage: 2020 found at: 925

result 7
0: 1900 2050 | waste: 0/3950
1: 1200 2350 | waste: 0/3550
2: 2220 1250 | waste: 30/3500
3: 1350 2100 | waste: 50/3500
4: 2100 1350 | waste: 50/3500
5: 2100 1850 | waste: 0/3950
6: 2100 1850 | waste: 0/3950
7: 2100 1350 | waste: 50/3500
8: 2100 1350 | waste: 50/3500
9: 1350 2100 | waste: 50/3500
10: 2000 1950 | waste: 0/3950
11: 1950 2000 | waste: 0/3950
12: 1900 2050 | waste: 0/3950
13: 2000 1700 | waste: 0/3700
14: 2220 1300 | waste: 30/3550
15: 1850 2100 | waste: 0/3950
16: 2000 1950 | waste: 0/3950
17: 2100 1850 | waste: 0/3950
18: 2000 1700 | waste: 0/3700
19: 1150 1150 1200 | waste: 0/3500
20: 1900 1900 | waste: 0/3800
21: 2250 1250 | waste: 0/3500
22: 1050 1050 1850 | waste: 0/3950
23: 1850 1850 | waste: 0/3700
24: 1950 2000 | waste: 0/3950
25: 2000 1700 | waste: 0/3700
26: 1350 2100 | waste: 50/3500
27: 1850 1650 | waste: 0/3500
28: 1900 1650 | waste: 0/3550
29: 2100 1850 | waste: 0/3950
30: 1850 2100 | waste: 0/3950
31: 1900 1900 | waste: 0/3800
32: 2220 1300 | waste: 30/3550
33: 1700 2000 | waste: 0/3700
34: 1850 1850 | waste: 0/3700
35: 2050 1900 | waste: 0/3950
36: 2250 1250 | waste: 0/3500
37: 1900 1900 | waste: 0/3800
38: 1050 1350 1100 | waste: 0/3500
39: 1200 1200 1100 | waste: 0/3500
40: 1100 1350 1100 | waste: 0/3550
41: 1100 1200 1200 | waste: 0/3500
42: 1200 1100 1200 | waste: 0/3500
43: 1350 2100 | waste: 50/3500
44: 2100 1850 | waste: 0/3950
45: 2050 1900 | waste: 0/3950
46: 1200 1200 1150 | waste: 0/3550
47: 1950 2000 | waste: 0/3950
48: 1950 2000 | waste: 0/3950
49: 1100 1300 1100 | waste: 0/3500
50: 2000 1700 | waste: 0/3700
51: 2250 1250 | waste: 0/3500
52: 2250 1250 | waste: 0/3500
53: 1150 2350 | waste: 0/3500
54: 2100 | waste: 1400/3500
55: 2050 1900 | waste: 0/3950
56: 1900 1900 | waste: 0/3800
57: 2220 1250 | waste: 30/3500
58: 2050 1900 | waste: 0/3950
fitness: 0.965975 total_wastage: 1870 found at: 1192

result 8
0: 1900 1900 | waste: 0/3800
1: 1950 2000 | waste: 0/3950
2: 1900 2050 | waste: 0/3950
3: 1950 2000 | waste: 0/3950
4: 1900 2050 | waste: 0/3950
5: 2100 1350 | waste: 50/3500
6: 1850 2100 | waste: 0/3950
7: 1900 1900 | waste: 0/3800
8: 1850 1850 | waste: 0/3700
9: 1250 1150 1100 | waste: 0/3500
10: 2100 2050 | waste: 0/4150
11: 2050 1900 | waste: 0/3950
12: 2050 2100 | waste: 0/4150
13: 1900 1900 | waste: 0/3800
14: 2000 1950 | waste: 0/3950
15: 2100 1850 | waste: 0/3950
16: 2000 1950 | waste: 0/3950
17: 1300 1100 1100 | waste: 0/3500
18: 1350 1100 1050 | waste: 0/3500
19: 2000 1700 | waste: 0/3700
20: 1700 2000 | waste: 0/3700
21: 2000 1700 | waste: 0/3700
22: 1100 1200 1200 | waste: 0/3500
23: 2350 1150 | waste: 0/3500
24: 2100 1350 | waste: 50/3500
25: 2100 1350 | waste: 50/3500
26: 1200 1100 1200 | waste: 0/3500
27: 1350 2100 | waste: 50/3500
28: 2250 1250 | waste: 0/3500
29: 2000 1700 | waste: 0/3700
30: 1900 1900 | waste: 0/3800
31: 2000 1950 | waste: 0/3950
32: 1950 1850 | waste: 0/3800
33: 1900 1650 | waste: 0/3550
34: 2000 1700 | waste: 0/3700
35: 2000 1200 | waste: 300/3500
36: 2100 1850 | waste: 0/3950
37: 1200 1200 1100 | waste: 0/3500
38: 2100 1350 | waste: 50/3500
39: 2100 1350 | waste: 50/3500
40: 2220 1200 | waste: 80/3500
41: 2100 1850 | waste: 0/3950
42: 2220 1200 | waste: 80/3500
43: 2220 1200 | waste: 80/3500
44: 2220 1250 | waste: 30/3500
45: 2100 1350 | waste: 50/3500
46: 1650 1850 | waste: 0/3500
47: 2100 1300 | waste: 100/3500
48: 1850 1850 | waste: 0/3700
49: 1100 1050 1350 | waste: 0/3500
50: 2250 1250 | waste: 0/3500
51: 2350 1150 | waste: 0/3500
52: 1050 1300 1150 | waste: 0/3500
53: 2250 1250 | waste: 0/3500
54: 2250 1250 | waste: 0/3500
55: 1850 1850 | waste: 0/3700
56: 1900 1900 | waste: 0/3800
57: 2100 1850 | waste: 0/3950
58: 2050 1900 | waste: 0/3950
fitness: 0.965584 total_wastage: 1020 found at: 1262

result 9
0: 1900 1900 | waste: 0/3800
1: 2000 1950 | waste: 0/3950
2: 1650 1900 | waste: 0/3550
3: 2000 1950 | waste: 0/3950
4: 2220 2000 | waste: 30/4250
5: 1900 2050 | waste: 0/3950
6: 2000 1950 | waste: 0/3950
7: 1700 2000 | waste: 0/3700
8: 1850 2100 | waste: 0/3950
9: 1900 1900 | waste: 0/3800
10: 2000 1950 | waste: 0/3950
11: 1700 2000 | waste: 0/3700
12: 2100 1850 | waste: 0/3950
13: 1300 2220 | waste: 30/3550
14: 2050 1900 | waste: 0/3950
15: 1100 1050 1350 | waste: 0/3500
16: 1900 2050 | waste: 0/3950
17: 1050 1350 1100 | waste: 0/3500
18: 2100 1850 | waste: 0/3950
19: 2100 1350 | waste: 50/3500
20: 1900 2050 | waste: 0/3950
21: 2250 1250 | waste: 0/3500
22: 2350 1150 | waste: 0/3500
23: 2000 1950 | waste: 0/3950
24: 2100 1350 | waste: 50/3500
25: 1200 1100 1200 | waste: 0/3500
26: 1250 1200 1050 | waste: 0/3500
27: 2000 1950 | waste: 0/3950
28: 1700 1850 | waste: 0/3550
29: 1250 1150 1100 | waste: 0/3500
30: 2100 1350 | waste: 50/3500
31: 2250 1250 | waste: 0/3500
32: 2100 2050 | waste: 0/4150
33: 1850 1850 | waste: 0/3700
34: 1850 2100 | waste: 0/3950
35: 2250 1300 | waste: 0/3550
36: 1150 1250 1100 | waste: 0/3500
37: 2000 1700 | waste: 0/3700
38: 2350 1150 | waste: 0/3500
39: 1200 1200 1100 | waste: 0/3500
40: 2100 1350 | waste: 50/3500
41: 2050 1900 | waste: 0/3950
42: 2100 1850 | waste: 0/3950
43: 2100 1350 | waste: 50/3500
44: 2250 1250 | waste: 0/3500
45: 1850 1700 | waste: 0/3550
46: 2000 | waste: 1500/3500
47: 2100 1350 | waste: 50/3500
48: 2100 1850 | waste: 0/3950
49: 1900 1650 | waste: 0/3550
50: 1900 1900 | waste: 0/3800
51: 2100 1850 | waste: 0/3950
52: 1850 1850 | waste: 0/3700
53: 2220 1200 | waste: 80/3500
54: 2100 1350 | waste: 50/3500
55: 1200 1100 1200 | waste: 0/3500
56: 1200 1200 1100 | waste: 0/3500
57: 2220 1300 | waste: 30/3550
58: 1900 1900 | waste: 0/3800
fitness: 0.964771 total_wastage: 2020 found at: 1365

result 10
0: 1850 2100 | waste: 0/3950
1: 2000 2220 | waste: 30/4250
2: 2100 2050 | waste: 0/4150
3: 1350 2100 | waste: 50/3500
4: 2050 2100 | waste: 0/4150
5: 2100 1850 | waste: 0/3950
6: 1900 1900 | waste: 0/3800
7: 1900 1900 | waste: 0/3800
8: 1150 1200 1350 | waste: 0/3700
9: 2100 1850 | waste: 0/3950
10: 1100 1200 1200 | waste: 0/3500
11: 1350 2100 | waste: 50/3500
12: 1700 2000 | waste: 0/3700
13: 1150 1250 1100 | waste: 0/3500
14: 2220 1300 | waste: 30/3550
15: 2050 2100 | waste: 0/4150
16: 1700 2000 | waste: 0/3700
17: 2000 1700 | waste: 0/3700
18: 2100 1850 | waste: 0/3950
19: 1900 1900 | waste: 0/3800
20: 1850 1850 | waste: 0/3700
21: 1200 1100 1200 | waste: 0/3500
22: 2100 1350 | waste: 50/3500
23: 2000 1700 | waste: 0/3700
24: 1850 1650 | waste: 0/3500
25: 1900 2050 | waste: 0/3950
26: 2100 1850 | waste: 0/3950
27: 1200 1300 1050 | waste: 0/3550
28: 1100 1250 1350 | waste: 0/3700
29: 2250 1250 | waste: 0/3500
30: 1900 1900 | waste: 0/3800
31: 2100 1850 | waste: 0/3950
32: 1900 2050 | waste: 0/3950
33: 1850 1650 | waste: 0/3500
34: 2350 1150 | waste: 0/3500
35: 1900 1900 | waste: 0/3800
36: 1900 1900 | waste: 0/3800
37: 1950 2000 | waste: 0/3950
38: 2000 1700 | waste: 0/3700
39: 2000 1950 | waste: 0/3950
40: 2250 1250 | waste: 0/3500
41: 2050 1900 | waste: 0/3950
42: 1950 1850 | waste: 0/3800
43: 1300 1150 1050 | waste: 0/3500
44: 1100 1350 1050 | waste: 0/3500
45: 1850 2100 | waste: 0/3950
46: 2000 1950 | waste: 0/3950
47: 2000 1950 | waste: 0/3950
48: 2100 1850 | waste: 0/3950
49: 2250 1250 | waste: 0/3500
50: 1200 1200 1100 | waste: 0/3500
51: 2220 1200 | waste: 80/3500
52: 1950 2000 | waste: 0/3950
53: 2220 1200 | waste: 80/3500
54: 2250 1250 | waste: 0/3500
55: 1350 2100 | waste: 50/3500
56: 2350 1350 | waste: 0/3700
57: 1100 1100 1350 | waste: 0/3550
fitness: 0.981452 total_wastage: 420 found at: 1059

result 11
0: 2000 1950 | waste: 0/3950
1: 2250 1250 | waste: 0/3500
2: 1900 2050 | waste: 0/3950
3: 1950 2000 | waste: 0/3950
4: 1100 2100 | waste: 300/3500
5: 1150 1050 1300 | waste: 0/3500
6: 2050 1900 | waste: 0/3950
7: 1900 2050 | waste: 0/3950
8: 1950 2000 | waste: 0/3950
9: 1950 2000 | waste: 0/3950
10: 2100 1850 | waste: 0/3950
11: 1350 1100 1050 | waste: 0/3500
12: 1700 2000 | waste: 0/3700
13: 1850 1850 | waste: 0/3700
14: 1950 2000 | waste: 0/3950
15: 1850 2100 | waste: 0/3950
16: 1900 1900 | waste: 0/3800
17: 1250 1200 1050 | waste: 0/3500
18: 2220 1200 | waste: 80/3500
19: 1650 1900 | waste: 0/3550
20: 2100 1850 | waste: 0/3950
21: 1100 1200 1200 | waste: 0/3500
22: 2250 1250 | waste: 0/3500
23: 1850 1850 | waste: 0/3700
24: 1100 1200 1200 | waste: 0/3500
25: 1300 1100 1100 | waste: 0/3500
26: 2100 1850 | waste: 0/3950
27: 2100 1350 | waste: 50/3500
28: 2220 1300 | waste: 30/3550
29: 1900 1900 | waste: 0/3800
30: 2250 1250 | waste: 0/3500
31: 1900 2050 | waste: 0/3950
32: 1900 1900 | waste: 0/3800
33: 1850 1850 | waste: 0/3700
34: 1650 1850 | waste: 0/3500
35: 2100 1350 | waste: 50/3500
36: 1100 1200 1200 | waste: 0/3500
37: 1350 2100 | waste: 50/3500
38: 1350 2100 | waste: 50/3500
39: 1900 1900 | waste: 0/3800
40: 2100 1850 | waste: 0/3950
41: 2100 1350 | waste: 50/3500
42: 2000 1950 | waste: 0/3950
43: 2000 1700 | waste: 0/3700
44: 2350 1150 | waste: 0/3500
45: 2100 1350 | waste: 50/3500
46: 2050 1900 | waste: 0/3950
47: 2000 1700 | waste: 0/3700
48: 2100 1850 | waste: 0/3950
49: 2350 1150 | waste: 0/3500
50: 1350 2100 | waste: 50/3500
51: 2220 1200 | waste: 80/3500
52: 2220 1200 | waste: 80/3500
53: 2250 1250 | waste: 0/3500
54: 1350 2100 | waste: 50/3500
55: 1250 1100 1150 | waste: 0/3500
56: 2050 1900 | waste: 0/3950
57: 1700 2000 | waste: 0/3700
58: 2000 1700 | waste: 0/3700
fitness: 0.96642 total_wastage: 970 found at: 1127

result 12
0: 1850 2100 | waste: 0/3950
1: 2050 2100 | waste: 0/4150
2: 1900 1900 | waste: 0/3800
3: 1950 2000 | waste: 0/3950
4: 2000 1700 | waste: 0/3700
5: 2000 1950 | waste: 0/3950
6: 1700 2000 | waste: 0/3700
7: 1350 2100 | waste: 50/3500
8: 1300 1100 1100 | waste: 0/3500
9: 1900 1900 | waste: 0/3800
10: 2100 1350 | waste: 50/3500
11: 1900 2050 | waste: 0/3950
12: 1850 1850 | waste: 0/3700
13: 1900 1900 | waste: 0/3800
14: 1350 1050 1100 | waste: 0/3500
15: 1700 2000 | waste: 0/3700
16: 2350 1150 | waste: 0/3500
17: 1650 1850 | waste: 0/3500
18: 2250 1250 | waste: 0/3500
19: 1300 1050 1150 | waste: 0/3500
20: 1200 1200 1100 | waste: 0/3500
21: 1950 2000 | waste: 0/3950
22: 1850 1650 | waste: 0/3500
23: 1850 1950 | waste: 0/3800
24: 2220 1250 | waste: 30/3500
25: 2050 1300 | waste: 150/3500
26: 1850 2100 | waste: 0/3950
27: 2100 1850 | waste: 0/3950
28: 2100 1850 | waste: 0/3950
29: 2100 1350 | waste: 50/3500
30: 2100 1350 | waste: 50/3500
31: 1200 1200 1100 | waste: 0/3500
32: 1850 1850 | waste: 0/3700
33: 1850 2100 | waste: 0/3950
34: 2100 1850 | waste: 0/3950
35: 1950 2000 | waste: 0/3950
36: 1200 1200 1100 | waste: 0/3500
37: 2220 1200 | waste: 80/3500
38: 2220 1200 | waste: 80/3500
39: 1900 1900 | waste: 0/3800
40: 2000 1700 | waste: 0/3700
41: 2000 1700 | waste: 0/3700
42: 1900 2050 | waste: 0/3950
43: 1900 1900 | waste: 0/3800
44: 2100 1350 | waste: 50/3500
45: 2100 1350 | waste: 50/3500
46: 2250 1250 | waste: 0/3500
47: 2350 1150 | waste: 0/3500
48: 1900 1900 | waste: 0/3800
49: 2050 2100 | waste: 0/4150
50: 1200 1100 1200 | waste: 0/3500
51: 1100 1350 1050 | waste: 0/3500
52: 2100 1350 | waste: 50/3500
53: 2250 1250 | waste: 0/3500
