
result 1
0: 9 4 7 | waste: 0/20
19: 4 7 5 4 | waste: 0/20
20: 4 6 5 | waste: 0/15
21: 3 7 | waste: 0/10
22: 5 7 3 | waste: 0/15
fitness: 1 total_wastage: 0 found at: 25

result 5
0: 6 4 | waste: 0/10
1: 9 8 5 | waste: 0/22
2: 4 8 7 3 | waste: 0/22
3: 5 7 3 5 | waste: 0/20
4: 8 8 9 | waste: 0/25
5: 6 4 | waste: 0/10
6: 5 4 4 3 4 | waste: 0/20
7: 10 | waste: 0/10
8: 7 4 4 10 | waste: 0/25
9: 7 3 | waste: 0/10
10: 10 | waste: 0/10
11: 5 8 7 | waste: 0/20
12: 7 3 | waste: 0/10
13: 6 7 7 | waste: 0/20
14: 7 8 | waste: 0/15
15: 6 7 7 | waste: 0/20
16: 7 6 | waste: 0/13
17: 4 7 5 4 | waste: 0/20
18: 10 | waste: 0/10
19: 7 9 4 | waste: 0/20
20: 7 3 | waste: 0/10
21: 10 | waste: 0/10
22: 9 4 | waste: 0/13
23: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 82

result 6
0: 3 3 7 7 | waste: 0/20
1: 8 7 7 | waste: 0/22
2: 7 8 | waste: 0/15
3: 8 7 | waste: 0/15
4: 5 5 | waste: 0/10
5: 4 8 3 | waste: 0/15
6: 7 3 3 | waste: 0/13
7: 10 | waste: 0/10
8: 10 | waste: 0/10
9: 9 4 | waste: 0/13
10: 10 | waste: 0/10
11: 9 4 | waste: 0/13
12: 6 4 | waste: 0/10
13: 7 8 | waste: 0/15
14: 7 9 4 | waste: 0/20
15: 7 4 7 4 | waste: 0/22
16: 7 3 | waste: 0/10
17: 10 4 6 | waste: 0/20
18: 7 4 6 5 | waste: 0/22
19: 7 8 5 5 | waste: 0/25
20: 4 10 6 | waste: 0/20
21: 10 | waste: 0/10
22: 9 6 7 | waste: 0/22
23: 4 5 4 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 36

result 7
0: 4 5 5 4 4 | waste: 0/22
1: 6 7 8 4 | waste: 0/25
2: 4 9 9 | waste: 0/22
3: 4 5 4 | waste: 0/13
4: 10 | waste: 0/10
5: 7 6 | waste: 0/13
6: 7 6 9 | waste: 0/22
7: 8 7 | waste: 0/15
8: 7 5 10 | waste: 0/22
9: 10 | waste: 0/10
10: 3 7 | waste: 0/10
11: 10 | waste: 0/10
12: 7 10 3 | waste: 0/20
13: 7 8 | waste: 0/15
14: 9 7 4 | waste: 0/20
15: 7 3 3 | waste: 0/13
16: 4 6 | waste: 0/10
17: 7 4 4 | waste: 0/15
18: 8 5 | waste: 0/13
19: 7 8 | waste: 0/15
20: 7 3 10 | waste: 0/20
21: 5 4 6 | waste: 0/15
22: 8 3 7 7 | waste: 0/25
fitness: 1 total_wastage: 0 found at: 45

result 8
0: 5 4 7 5 4 | waste: 0/25
1: 6 4 | waste: 0/10
2: 9 4 | waste: 0/13
3: 5 6 7 4 | waste: 0/22
4: 8 6 7 4 | waste: 0/25
5: 8 4 6 4 3 | waste: 0/25
6: 6 7 | waste: 0/13
7: 4 5 7 4 | waste: 0/20
8: 7 8 | waste: 0/15
9: 7 8 | waste: 0/15
10: 7 7 8 | waste: 0/22
11: 7 3 | waste: 0/10
12: 7 3 | waste: 0/10
13: 5 3 7 5 | waste: 0/20
14: 10 | waste: 0/10
15: 10 | waste: 0/10
16: 7 3 | waste: 0/10
17: 10 | waste: 0/10
18: 10 10 | waste: 0/20
19: 9 4 9 | waste: 0/22
20: 9 4 | waste: 0/13
21: 7 7 3 8 | waste: 0/25
22: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 36

result 9
0: 5 7 6 4 | waste: 0/22
1: 9 3 8 | waste: 0/20
2: 4 7 7 4 | waste: 0/22
3: 8 7 | waste: 0/15
4: 5 8 | waste: 0/13
5: 8 7 | waste: 0/15
6: 10 | waste: 0/10
7: 5 8 4 5 | waste: 0/22
8: 3 9 4 4 | waste: 0/20
9: 9 4 | waste: 0/13
10: 10 | waste: 0/10
11: 6 7 7 | waste: 0/20
12: 10 | waste: 0/10
13: 3 7 | waste: 0/10
14: 6 4 5 | waste: 0/15
15: 6 4 | waste: 0/10
16: 7 4 4 5 | waste: 0/20
17: 6 7 | waste: 0/13
18: 10 | waste: 0/10
19: 10 | waste: 0/10
20: 7 3 | waste: 0/10
21: 7 7 3 3 | waste: 0/20
22: 8 7 | waste: 0/15
23: 9 7 4 | waste: 0/20
24: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 52

result 10
0: 5 7 4 5 4 | waste: 0/25
1: 7 8 | waste: 0/15
2: 7 8 | waste: 0/15
3: 9 4 | waste: 0/13
4: 7 7 8 | waste: 0/22
5: 9 4 | waste: 0/13
6: 4 3 6 7 | waste: 0/20
7: 4 4 5 | waste: 0/13
8: 10 | waste: 0/10
9: 7 6 | waste: 0/13
10: 10 | waste: 0/10
11: 8 4 7 3 | waste: 0/22
12: 5 8 | waste: 0/13
13: 10 | waste: 0/10
14: 10 | waste: 0/10
15: 9 6 | waste: 0/15
16: 7 8 | waste: 0/15
17: 4 4 7 5 | waste: 0/20
18: 3 7 | waste: 0/10
19: 6 7 | waste: 0/13
20: 3 7 | waste: 0/10
21: 10 3 | waste: 0/13
22: 3 7 10 | waste: 0/20
23: 9 7 4 | waste: 0/20
24: 6 4 5 | waste: 0/15
fitness: 1 total_wastage: 0 found at: 50

result 11
0: 9 6 3 4 | waste: 0/22
1: 4 7 9 | waste: 0/20
2: 4 5 7 4 | waste: 0/20
3: 4 9 | waste: 0/13
4: 7 7 6 | waste: 0/20
5: 10 | waste: 0/10
6: 7 7 8 | waste: 0/22
7: 6 4 | waste: 0/10
8: 10 | waste: 0/10
9: 4 9 | waste: 0/13
10: 10 | waste: 0/10
11: 8 5 | waste: 0/13
12: 7 7 8 | waste: 0/22
13: 7 6 | waste: 0/13
14: 4 3 4 7 7 | waste: 0/25
15: 5 10 3 4 | waste: 0/22
16: 5 10 | waste: 0/15
17: 8 4 8 | waste: 0/20
18: 3 7 8 7 | waste: 0/25
19: 3 7 5 | waste: 0/15
20: 10 3 | waste: 0/13
21: 5 4 7 6 | waste: 0/22
fitness: 1 total_wastage: 0 found at: 33

result 12
0: 5 8 7 | waste: 0/20
1: 8 7 | waste: 0/15
2: 8 3 4 | waste: 0/15
3: 4 8 3 5 5 | waste: 0/25
4: 3 8 4 | waste: 0/15
5: 7 7 4 4 | waste: 0/22
6: 4 7 5 6 | waste: 0/22
7: 10 3 7 | waste: 0/20
8: 9 4 | waste: 0/13
9: 7 4 4 | waste: 0/15
10: 7 8 | waste: 0/15
11: 4 5 6 5 | waste: 0/20
12: 7 3 | waste: 0/10
13: 7 3 | waste: 0/10
14: 10 | waste: 0/10
15: 7 4 9 | waste: 0/20
16: 10 | waste: 0/10
17: 9 7 6 | waste: 0/22
18: 7 9 4 | waste: 0/20
19: 7 6 | waste: 0/13
20: 10 | waste: 0/10
21: 10 10 | waste: 0/20
22: 7 6 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 20

result 13
0: 4 4 4 4 4 | waste: 0/20
1: 6 9 | waste: 0/15
2: 7 6 | waste: 0/13
3: 8 5 | waste: 0/13
4: 4 7 7 4 | waste: 0/22
5: 4 4 5 | waste: 0/13
6: 7 5 8 | waste: 0/20
7: 4 7 9 | waste: 0/20
8: 6 9 | waste: 0/15
9: 7 3 | waste: 0/10
10: 10 | waste: 0/10
11: 7 6 | waste: 0/13
12: 9 8 8 | waste: 0/25
13: 3 7 7 8 | waste: 0/25
14: 5 4 7 4 | waste: 0/20
15: 10 8 7 | waste: 0/25
16: 10 | waste: 0/10
17: 10 10 | waste: 0/20
18: 7 6 | waste: 0/13
19: 5 5 | waste: 0/10
20: 7 3 3 | waste: 0/13
21: 7 3 | waste: 0/10
22: 7 3 | waste: 0/10
23: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 47

result 14
0: 4 7 4 | waste: 0/15
1: 7 6 7 | waste: 0/20
2: 9 3 8 | waste: 0/20
3: 6 9 | waste: 0/15
4: 8 7 7 | waste: 0/22
5: 8 7 | waste: 0/15
6: 3 4 7 7 4 | waste: 0/25
7: 5 5 5 5 | waste: 0/20
8: 8 7 | waste: 0/15
9: 7 6 | waste: 0/13
10: 10 10 | waste: 0/20
11: 4 5 3 3 | waste: 0/15
12: 10 | waste: 0/10
13: 5 8 | waste: 0/13
14: 4 6 | waste: 0/10
15: 10 | waste: 0/10
16: 9 7 4 | waste: 0/20
17: 4 4 7 | waste: 0/15
18: 3 4 3 | waste: 0/10
19: 7 8 | waste: 0/15
20: 9 6 10 | waste: 0/25
21: 7 7 4 4 | waste: 0/22
22: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 29

result 15
0: 4 4 7 | waste: 0/15
1: 6 9 7 | waste: 0/22
2: 8 4 8 | waste: 0/20
3: 7 4 7 4 | waste: 0/22
4: 7 7 8 | waste: 0/22
5: 9 4 9 | waste: 0/22
6: 7 3 | waste: 0/10
7: 5 7 3 | waste: 0/15
8: 7 6 | waste: 0/13
9: 6 4 | waste: 0/10
10: 4 4 10 4 | waste: 0/22
11: 5 5 5 7 | waste: 0/22
12: 4 3 3 5 | waste: 0/15
13: 10 | waste: 0/10
14: 8 7 5 | waste: 0/20
15: 7 3 7 3 | waste: 0/20
16: 10 | waste: 0/10
17: 6 9 | waste: 0/15
18: 8 7 | waste: 0/15
19: 10 | waste: 0/10
20: 10 | waste: 0/10
21: 8 7 | waste: 0/15
22: 10 4 6 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 53

result 16
0: 7 5 9 4 | waste: 0/25
1: 8 6 8 | waste: 0/22
2: 10 | waste: 0/10
3: 4 7 4 5 | waste: 0/20
4: 4 4 7 7 | waste: 0/22
5: 4 9 | waste: 0/13
6: 7 3 | waste: 0/10
7: 7 5 10 | waste: 0/22
8: 6 7 | waste: 0/13
9: 7 3 | waste: 0/10
10: 5 7 3 | waste: 0/15
11: 8 10 4 | waste: 0/22
12: 7 3 | waste: 0/10
13: 7 4 6 3 | waste: 0/20
14: 8 5 | waste: 0/13
15: 7 6 | waste: 0/13
16: 10 | waste: 0/10
17: 9 4 | waste: 0/13
18: 8 7 5 | waste: 0/20
19: 8 7 | waste: 0/15
20: 9 3 10 | waste: 0/22
21: 6 4 | waste: 0/10
22: 4 10 4 7 | waste: 0/25
fitness: 1 total_wastage: 0 found at: 48

result 17
0: 8 5 | waste: 0/13
1: 7 7 4 4 | waste: 0/22
2: 7 6 4 8 | waste: 0/25
3: 5 5 | waste: 0/10
4: 7 3 | waste: 0/10
5: 7 8 | waste: 0/15
6: 9 7 4 | waste: 0/20
7: 8 7 | waste: 0/15
8: 4 7 4 7 | waste: 0/22
9: 5 7 8 | waste: 0/20
10: 3 4 6 7 | waste: 0/20
11: 5 8 | waste: 0/13
12: 10 | waste: 0/10
13: 4 9 | waste: 0/13
14: 10 9 6 | waste: 0/25
15: 3 7 | waste: 0/10
16: 5 7 4 4 | waste: 0/20
17: 3 7 3 | waste: 0/13
18: 10 3 | waste: 0/13
19: 6 10 4 | waste: 0/20
20: 10 | waste: 0/10
21: 10 | waste: 0/10
22: 7 6 | waste: 0/13
23: 9 4 | waste: 0/13
fitness: 1 total_wastage: 0 found at: 30

result 18
0: 7 3 | waste: 0/10
1: 7 3 | waste: 0/10
2: 7 7 4 3 4 | waste: 0/25
3: 5 8 5 4 | waste: 0/22
4: 7 8 | waste: 0/15
5: 7 8 | waste: 0/15
6: 7 8 | waste: 0/15
7: 3 4 6 | waste: 0/13
8: 9 4 7 | waste: 0/20
9: 7 9 4 | waste: 0/20
10: 4 7 4 | waste: 0/15
11: 9 9 7 | waste: 0/25
12: 6 4 | waste: 0/10
13: 10 | waste: 0/10
14: 6 4 | waste: 0/10
15: 10 | waste: 0/10
16: 10 | waste: 0/10
17: 4 8 6 7 | waste: 0/25
18: 4 10 8 | waste: 0/22
19: 3 7 | waste: 0/10
20: 3 5 7 5 | waste: 0/20
21: 6 7 | waste: 0/13
22: 10 | waste: 0/10
23: 5 10 5 | waste: 0/20
fitness: 1 total_wastage: 0 found at: 52

result 19
0: 8 7 7 | waste: 0/22
1: 7 6 | waste: 0/13
2: 4 9 3 4 | waste: 0/20
3: 4 6 | waste: 0/10
4: 7 8 | waste: 0/15
5: 5 7 4 4 | waste: 0/20
6: 3 7 8 7 | waste: 0/25
7: 4 8 3 | waste: 0/15
8: 10 | waste: 0/10
9: 3 7 | waste: 0/10
10: 9 9 4 | waste: 0/22
11: 4 5 6 5 | waste: 0/20
12: 7 4 5 4 | waste: 0/20
13: 7 7 6 | waste: 0/20
14: 10 | waste: 0/10
15: 10 4 6 | waste: 0/20
16: 7 4 9 | waste: 0/20
17: 5 8 | waste: 0/13
18: 7 10 8 | waste: 0/25
19: 10 | waste: 0/10
20: 3 7 5 | waste: 0/15
21: 3 7 | waste: 0/10
22: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 42

result 20
0: 3 4 6 9 | waste: 0/22
1: 7 8 | waste: 0/15
2: 4 6 3 7 | waste: 0/20
3: 4 3 7 5 3 | waste: 0/22
4: 6 7 | waste: 0/13
5: 4 4 5 7 | waste: 0/20
6: 8 7 | waste: 0/15
7: 7 8 | waste: 0/15
8: 10 | waste: 0/10
9: 8 10 7 | waste: 0/25
10: 3 7 | waste: 0/10
11: 6 5 4 | waste: 0/15
12: 7 8 | waste: 0/15
13: 10 | waste: 0/10
14: 7 4 4 | waste: 0/15
15: 8 7 | waste: 0/15
16: 9 7 9 | waste: 0/25
17: 6 4 | waste: 0/10
18: 5 5 10 | waste: 0/20
19: 4 7 4 5 | waste: 0/20
20: 9 4 | waste: 0/13
21: 7 10 3 | waste: 0/20
22: 10 | waste: 0/10
fitness: 1 total_wastage: 0 found at: 35


1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
67 76 46 25 82 36 45 36 52 50 33 20 47 29 53 48 30 52 42 35
