
result 1
0: 9 9 7 | waste: 0/25
5: 7 8 10 | waste: 0/25
6: 7 11 7 | waste: 0/25
7: 12 8 5 | waste: 0/25
8: 9 11 5 | waste: 0/25
9: 10 10 5 | waste: 0/25
10: 7 6 6 6 | waste: 0/25
11: 8 7 5 5 | waste: 0/25
12: 7 7 | waste: 11/25
13: 9 11 5 | waste: 0/25
14: 11 8 6 | waste: 0/25
15: 7 10 8 | waste: 0/25
16: 10 7 8 | waste: 0/25
17: 11 7 7 | waste: 0/25
18: 9 10 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 59

result 5
0: 10 8 7 | waste: 0/25
1: 10 9 6 | waste: 0/25
2: 11 8 6 | waste: 0/25
3: 7 7 11 | waste: 0/25
4: 7 10 8 | waste: 0/25
5: 10 5 5 5 | waste: 0/25
6: 11 9 5 | waste: 0/25
7: 9 11 5 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 11 7 7 | waste: 0/25
11: 8 7 10 | waste: 0/25
12: 12 7 6 | waste: 0/25
13: 8 5 6 6 | waste: 0/25
14: 8 6 | waste: 11/25
15: 7 7 6 5 | waste: 0/25
16: 10 9 6 | waste: 0/25
17: 11 6 8 | waste: 0/25
18: 7 6 6 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 78

result 6
0: 10 6 9 | waste: 0/25
1: 8 6 | waste: 11/25
2: 7 11 7 | waste: 0/25
3: 8 10 7 | waste: 0/25
4: 10 10 5 | waste: 0/25
5: 11 7 7 | waste: 0/25
6: 12 7 6 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 6 9 5 5 | waste: 0/25
9: 11 8 6 | waste: 0/25
10: 10 10 5 | waste: 0/25
11: 11 8 6 | waste: 0/25
12: 9 9 7 | waste: 0/25
13: 11 8 6 | waste: 0/25
14: 5 6 6 8 | waste: 0/25
15: 7 7 11 | waste: 0/25
16: 7 7 6 5 | waste: 0/25
17: 7 7 6 5 | waste: 0/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 57

result 7
0: 8 5 6 6 | waste: 0/25
1: 8 11 6 | waste: 0/25
2: 9 10 6 | waste: 0/25
3: 10 10 5 | waste: 0/25
4: 9 7 9 | waste: 0/25
5: 7 7 | waste: 11/25
6: 7 7 11 | waste: 0/25
7: 10 10 5 | waste: 0/25
8: 6 8 11 | waste: 0/25
9: 8 6 6 5 | waste: 0/25
10: 6 9 5 5 | waste: 0/25
11: 5 6 6 8 | waste: 0/25
12: 11 8 6 | waste: 0/25
13: 6 7 12 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 11 7 7 | waste: 0/25
16: 10 8 7 | waste: 0/25
17: 11 7 7 | waste: 0/25
18: 7 7 11 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 225

result 8
0: 9 5 11 | waste: 0/25
1: 7 11 7 | waste: 0/25
2: 7 10 8 | waste: 0/25
3: 9 5 | waste: 11/25
4: 11 7 7 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 10 6 9 | waste: 0/25
7: 8 5 7 5 | waste: 0/25
8: 8 6 6 5 | waste: 0/25
9: 5 8 6 6 | waste: 0/25
10: 7 12 6 | waste: 0/25
11: 8 11 6 | waste: 0/25
12: 7 11 7 | waste: 0/25
13: 7 7 11 | waste: 0/25
14: 8 11 6 | waste: 0/25
15: 6 7 6 6 | waste: 0/25
16: 10 10 5 | waste: 0/25
17: 10 9 6 | waste: 0/25
18: 8 10 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 87

result 9
0: 8 11 6 | waste: 0/25
1: 7 7 5 6 | waste: 0/25
2: 10 8 7 | waste: 0/25
3: 7 7 11 | waste: 0/25
4: 8 10 7 | waste: 0/25
5: 8 6 5 6 | waste: 0/25
6: 6 8 11 | waste: 0/25
7: 9 10 6 | waste: 0/25
8: 7 7 | waste: 11/25
9: 10 10 5 | waste: 0/25
10: 9 11 5 | waste: 0/25
11: 8 11 6 | waste: 0/25
12: 9 11 5 | waste: 0/25
13: 6 8 6 5 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 10 9 6 | waste: 0/25
16: 7 12 6 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 7 6 7 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 101

result 10
0: 7 7 | waste: 11/25
1: 8 11 6 | waste: 0/25
2: 9 10 6 | waste: 0/25
3: 12 7 6 | waste: 0/25
4: 11 8 6 | waste: 0/25
5: 7 6 6 6 | waste: 0/25
6: 8 11 6 | waste: 0/25
7: 8 11 6 | waste: 0/25
8: 8 10 7 | waste: 0/25
9: 7 8 10 | waste: 0/25
10: 7 11 7 | waste: 0/25
11: 10 10 5 | waste: 0/25
12: 9 11 5 | waste: 0/25
13: 9 11 5 | waste: 0/25
14: 7 5 6 7 | waste: 0/25
15: 8 7 5 5 | waste: 0/25
16: 10 9 6 | waste: 0/25
17: 11 7 7 | waste: 0/25
18: 7 5 7 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 57

result 11
0: 10 9 6 | waste: 0/25
1: 11 8 6 | waste: 0/25
2: 6 6 6 7 | waste: 0/25
3: 10 8 7 | waste: 0/25
4: 7 11 7 | waste: 0/25
5: 7 5 7 6 | waste: 0/25
6: 6 6 8 5 | waste: 0/25
7: 11 9 5 | waste: 0/25
8: 9 10 6 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 7 7 | waste: 11/25
11: 7 8 5 5 | waste: 0/25
12: 12 7 6 | waste: 0/25
13: 10 10 5 | waste: 0/25
14: 9 11 5 | waste: 0/25
15: 7 11 7 | waste: 0/25
16: 10 8 7 | waste: 0/25
17: 11 8 6 | waste: 0/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 66

result 12
0: 7 7 6 5 | waste: 0/25
1: 8 10 7 | waste: 0/25
2: 11 8 6 | waste: 0/25
3: 9 7 9 | waste: 0/25
4: 9 10 6 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 8 6 | waste: 11/25
7: 7 11 7 | waste: 0/25
8: 8 11 6 | waste: 0/25
9: 8 11 6 | waste: 0/25
10: 11 8 6 | waste: 0/25
11: 7 7 6 5 | waste: 0/25
12: 7 12 6 | waste: 0/25
13: 10 10 5 | waste: 0/25
14: 6 7 7 5 | waste: 0/25
15: 7 11 7 | waste: 0/25
16: 11 7 7 | waste: 0/25
17: 8 6 6 5 | waste: 0/25
18: 11 9 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 231

result 13
0: 7 7 | waste: 11/25
1: 8 11 6 | waste: 0/25
2: 11 8 6 | waste: 0/25
3: 7 7 11 | waste: 0/25
4: 7 5 8 5 | waste: 0/25
5: 6 10 9 | waste: 0/25
6: 7 12 6 | waste: 0/25
7: 10 6 9 | waste: 0/25
8: 7 7 11 | waste: 0/25
9: 6 8 5 6 | waste: 0/25
10: 6 11 8 | waste: 0/25
11: 7 5 7 6 | waste: 0/25
12: 11 9 5 | waste: 0/25
13: 10 7 8 | waste: 0/25
14: 9 10 6 | waste: 0/25
15: 7 11 7 | waste: 0/25
16: 7 6 7 5 | waste: 0/25
17: 10 10 5 | waste: 0/25
18: 6 11 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 84

result 14
0: 8 11 6 | waste: 0/25
1: 9 11 5 | waste: 0/25
2: 10 8 7 | waste: 0/25
3: 8 5 6 6 | waste: 0/25
4: 10 9 6 | waste: 0/25
5: 11 9 5 | waste: 0/25
6: 10 10 5 | waste: 0/25
7: 6 6 7 6 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 7 7 | waste: 11/25
10: 6 8 11 | waste: 0/25
11: 8 12 5 | waste: 0/25
12: 6 11 8 | waste: 0/25
13: 7 11 7 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 10 9 6 | waste: 0/25
16: 10 7 8 | waste: 0/25
17: 6 7 7 5 | waste: 0/25
18: 7 7 6 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 58

result 15
0: 10 10 5 | waste: 0/25
1: 8 12 5 | waste: 0/25
2: 6 5 8 6 | waste: 0/25
3: 11 7 7 | waste: 0/25
4: 7 7 | waste: 11/25
5: 11 7 7 | waste: 0/25
6: 9 10 6 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 5 7 6 7 | waste: 0/25
9: 6 7 6 6 | waste: 0/25
10: 10 8 7 | waste: 0/25
11: 8 6 11 | waste: 0/25
12: 10 10 5 | waste: 0/25
13: 11 6 8 | waste: 0/25
14: 6 5 6 8 | waste: 0/25
15: 9 7 9 | waste: 0/25
16: 11 9 5 | waste: 0/25
17: 7 7 11 | waste: 0/25
18: 8 6 11 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 63

result 16
0: 5 6 8 6 | waste: 0/25
1: 11 7 7 | waste: 0/25
2: 7 6 7 5 | waste: 0/25
3: 9 11 5 | waste: 0/25
4: 11 8 6 | waste: 0/25
5: 12 7 6 | waste: 0/25
6: 6 9 10 | waste: 0/25
7: 7 8 10 | waste: 0/25
8: 6 10 9 | waste: 0/25
9: 5 9 5 6 | waste: 0/25
10: 8 6 11 | waste: 0/25
11: 8 11 6 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 10 7 8 | waste: 0/25
14: 10 10 5 | waste: 0/25
15: 7 7 6 5 | waste: 0/25
16: 11 7 7 | waste: 0/25
17: 8 11 6 | waste: 0/25
18: 7 7 | waste: 11/25
fitness: 0.964202 total_wastage: 11 found at: 259

result 17
0: 6 6 8 5 | waste: 0/25
1: 10 8 7 | waste: 0/25
2: 8 11 6 | waste: 0/25
3: 10 9 6 | waste: 0/25
4: 10 9 6 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 7 12 6 | waste: 0/25
7: 11 9 5 | waste: 0/25
8: 8 11 6 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 7 11 7 | waste: 0/25
11: 8 11 6 | waste: 0/25
12: 7 11 7 | waste: 0/25
13: 8 6 6 5 | waste: 0/25
14: 7 7 | waste: 11/25
15: 9 6 5 5 | waste: 0/25
16: 5 7 7 6 | waste: 0/25
17: 10 10 5 | waste: 0/25
18: 10 7 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 189

result 18
0: 10 7 8 | waste: 0/25
1: 7 10 8 | waste: 0/25
2: 11 8 6 | waste: 0/25
3: 11 8 6 | waste: 0/25
4: 7 6 6 6 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 10 9 6 | waste: 0/25
7: 11 9 5 | waste: 0/25
8: 7 12 6 | waste: 0/25
9: 7 7 | waste: 11/25
10: 6 7 7 5 | waste: 0/25
11: 8 11 6 | waste: 0/25
12: 8 11 6 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 7 7 11 | waste: 0/25
15: 5 10 5 5 | waste: 0/25
16: 7 6 7 5 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 9 9 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 112

result 19
0: 8 11 6 | waste: 0/25
1: 6 11 8 | waste: 0/25
2: 6 8 | waste: 11/25
3: 7 11 7 | waste: 0/25
4: 5 6 8 6 | waste: 0/25
5: 9 11 5 | waste: 0/25
6: 7 7 11 | waste: 0/25
7: 7 11 7 | waste: 0/25
8: 7 12 6 | waste: 0/25
9: 10 9 6 | waste: 0/25
10: 10 10 5 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 10 5 5 5 | waste: 0/25
13: 11 8 6 | waste: 0/25
14: 8 7 10 | waste: 0/25
15: 9 9 7 | waste: 0/25
16: 8 10 7 | waste: 0/25
17: 6 7 7 5 | waste: 0/25
18: 6 7 6 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 133

result 20
0: 7 6 6 6 | waste: 0/25
1: 11 9 5 | waste: 0/25
2: 10 10 5 | waste: 0/25
3: 9 11 5 | waste: 0/25
4: 11 7 7 | waste: 0/25
5: 11 7 7 | waste: 0/25
6: 7 7 | waste: 11/25
7: 8 10 7 | waste: 0/25
8: 8 6 11 | waste: 0/25
9: 11 8 6 | waste: 0/25
10: 8 7 5 5 | waste: 0/25
11: 7 5 7 6 | waste: 0/25
12: 9 10 6 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 11 8 6 | waste: 0/25
15: 6 9 10 | waste: 0/25
16: 5 7 7 6 | waste: 0/25
17: 6 12 7 | waste: 0/25
18: 10 8 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 90


0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202 
69, 170, 81, 59, 78, 57, 225, 87, 101, 57, 66, 231, 84, 58, 63, 259, 189, 112, 133, 90 
