
result 1
0: 4 7 4 | waste: 0/15
14: 9 6 | waste: 0/15
15: 5 10 | waste: 0/15
16: 6 9 | waste: 0/15
17: 10 5 | waste: 0/15
18: 6 3 3 3 | waste: 0/15
19: 9 6 | waste: 0/15
20: 7 8 | waste: 0/15
21: 9 6 | waste: 0/15
22: 6 | waste: 9/15
fitness: 0.923748 total_wastage: 13 found at: 392

result 5
0: 10 5 | waste: 0/15
1: 7 8 | waste: 0/15
2: 10 5 | waste: 0/15
3: 10 5 | waste: 0/15
4: 6 9 | waste: 0/15
5: 9 6 | waste: 0/15
6: 9 3 3 | waste: 0/15
7: 8 7 | waste: 0/15
8: 6 3 6 | waste: 0/15
9: 9 6 | waste: 0/15
10: 7 4 4 | waste: 0/15
11: 4 7 4 | waste: 0/15
12: 8 7 | waste: 0/15
13: 6 9 | waste: 0/15
14: 5 10 | waste: 0/15
15: 10 3 | waste: 2/15
16: 7 8 | waste: 0/15
17: 10 4 | waste: 1/15
18: 10 4 | waste: 1/15
19: 10 5 | waste: 0/15
20: 6 | waste: 9/15
21: 7 8 | waste: 0/15
22: 4 7 4 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 331

result 6
0: 10 5 | waste: 0/15
1: 10 5 | waste: 0/15
2: 4 10 | waste: 1/15
3: 6 | waste: 9/15
4: 10 3 | waste: 2/15
5: 7 4 4 | waste: 0/15
6: 7 4 4 | waste: 0/15
7: 7 8 | waste: 0/15
8: 6 3 3 3 | waste: 0/15
9: 7 4 4 | waste: 0/15
10: 7 8 | waste: 0/15
11: 8 7 | waste: 0/15
12: 6 9 | waste: 0/15
13: 8 7 | waste: 0/15
14: 7 8 | waste: 0/15
15: 9 6 | waste: 0/15
16: 9 6 | waste: 0/15
17: 10 5 | waste: 0/15
18: 6 9 | waste: 0/15
19: 10 4 | waste: 1/15
20: 9 6 | waste: 0/15
21: 10 5 | waste: 0/15
22: 10 5 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 157

result 7
0: 4 4 7 | waste: 0/15
1: 8 7 | waste: 0/15
2: 10 5 | waste: 0/15
3: 6 | waste: 9/15
4: 8 7 | waste: 0/15
5: 9 6 | waste: 0/15
6: 10 5 | waste: 0/15
7: 10 4 | waste: 1/15
8: 10 5 | waste: 0/15
9: 10 4 | waste: 1/15
10: 7 4 4 | waste: 0/15
11: 6 9 | waste: 0/15
12: 7 8 | waste: 0/15
13: 4 7 4 | waste: 0/15
14: 7 8 | waste: 0/15
15: 10 3 | waste: 2/15
16: 9 6 | waste: 0/15
17: 7 8 | waste: 0/15
18: 9 6 | waste: 0/15
19: 10 5 | waste: 0/15
20: 9 6 | waste: 0/15
21: 6 3 3 3 | waste: 0/15
22: 10 5 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 920

result 8
0: 4 7 4 | waste: 0/15
1: 10 5 | waste: 0/15
2: 7 8 | waste: 0/15
3: 6 | waste: 9/15
4: 7 4 4 | waste: 0/15
5: 7 8 | waste: 0/15
6: 6 9 | waste: 0/15
7: 10 5 | waste: 0/15
8: 8 7 | waste: 0/15
9: 9 6 | waste: 0/15
10: 9 3 3 | waste: 0/15
11: 10 5 | waste: 0/15
12: 10 3 | waste: 2/15
13: 10 4 | waste: 1/15
14: 7 8 | waste: 0/15
15: 10 5 | waste: 0/15
16: 9 6 | waste: 0/15
17: 10 5 | waste: 0/15
18: 7 8 | waste: 0/15
19: 6 6 3 | waste: 0/15
20: 9 6 | waste: 0/15
21: 4 7 4 | waste: 0/15
22: 10 4 | waste: 1/15
fitness: 0.923748 total_wastage: 13 found at: 93

result 9
0: 9 3 3 | waste: 0/15
1: 8 7 | waste: 0/15
2: 10 5 | waste: 0/15
3: 7 8 | waste: 0/15
4: 9 6 | waste: 0/15
5: 7 4 4 | waste: 0/15
6: 7 8 | waste: 0/15
7: 5 10 | waste: 0/15
8: 6 | waste: 9/15
9: 4 7 4 | waste: 0/15
10: 10 5 | waste: 0/15
11: 9 6 | waste: 0/15
12: 7 8 | waste: 0/15
13: 6 6 3 | waste: 0/15
14: 7 8 | waste: 0/15
15: 4 7 4 | waste: 0/15
16: 9 6 | waste: 0/15
17: 10 3 | waste: 2/15
18: 10 4 | waste: 1/15
19: 10 5 | waste: 0/15
20: 9 6 | waste: 0/15
21: 10 5 | waste: 0/15
22: 10 4 | waste: 1/15
fitness: 0.923748 total_wastage: 13 found at: 258

result 10
0: 4 7 4 | waste: 0/15
1: 4 7 4 | waste: 0/15
2: 6 9 | waste: 0/15
3: 6 3 3 3 | waste: 0/15
4: 8 7 | waste: 0/15
5: 9 6 | waste: 0/15
6: 10 4 | waste: 1/15
7: 10 5 | waste: 0/15
8: 9 6 | waste: 0/15
9: 10 5 | waste: 0/15
10: 8 7 | waste: 0/15
11: 10 5 | waste: 0/15
12: 4 7 4 | waste: 0/15
13: 7 8 | waste: 0/15
14: 10 5 | waste: 0/15
15: 10 5 | waste: 0/15
16: 10 4 | waste: 1/15
17: 8 7 | waste: 0/15
18: 9 6 | waste: 0/15
19: 9 6 | waste: 0/15
20: 6 | waste: 9/15
21: 8 7 | waste: 0/15
22: 10 3 | waste: 2/15
fitness: 0.923748 total_wastage: 13 found at: 488

result 11
0: 9 6 | waste: 0/15
1: 9 6 | waste: 0/15
2: 6 | waste: 9/15
3: 7 8 | waste: 0/15
4: 10 5 | waste: 0/15
5: 10 4 | waste: 1/15
6: 10 5 | waste: 0/15
7: 4 7 4 | waste: 0/15
8: 7 4 4 | waste: 0/15
9: 7 8 | waste: 0/15
10: 8 7 | waste: 0/15
11: 6 6 3 | waste: 0/15
12: 10 5 | waste: 0/15
13: 6 9 | waste: 0/15
14: 7 8 | waste: 0/15
15: 10 3 | waste: 2/15
16: 7 8 | waste: 0/15
17: 3 9 3 | waste: 0/15
18: 4 7 4 | waste: 0/15
19: 10 5 | waste: 0/15
20: 6 9 | waste: 0/15
21: 10 5 | waste: 0/15
22: 10 4 | waste: 1/15
fitness: 0.923748 total_wastage: 13 found at: 160

result 12
0: 8 7 | waste: 0/15
1: 9 6 | waste: 0/15
2: 4 7 4 | waste: 0/15
3: 9 6 | waste: 0/15
4: 4 4 7 | waste: 0/15
5: 10 5 | waste: 0/15
6: 10 5 | waste: 0/15
7: 9 6 | waste: 0/15
8: 10 5 | waste: 0/15
9: 7 8 | waste: 0/15
10: 6 | waste: 9/15
11: 4 7 4 | waste: 0/15
12: 10 4 | waste: 1/15
13: 9 3 3 | waste: 0/15
14: 10 4 | waste: 1/15
15: 8 7 | waste: 0/15
16: 10 3 | waste: 2/15
17: 9 6 | waste: 0/15
18: 8 7 | waste: 0/15
19: 10 5 | waste: 0/15
20: 8 7 | waste: 0/15
21: 6 3 6 | waste: 0/15
22: 10 5 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 87

result 13
0: 4 7 4 | waste: 0/15
1: 7 4 4 | waste: 0/15
2: 9 6 | waste: 0/15
3: 10 5 | waste: 0/15
4: 10 5 | waste: 0/15
5: 6 6 3 | waste: 0/15
6: 8 7 | waste: 0/15
7: 8 3 4 | waste: 0/15
8: 7 8 | waste: 0/15
9: 10 5 | waste: 0/15
10: 9 6 | waste: 0/15
11: 7 8 | waste: 0/15
12: 10 5 | waste: 0/15
13: 10 4 | waste: 1/15
14: 10 5 | waste: 0/15
15: 10 3 | waste: 2/15
16: 4 7 4 | waste: 0/15
17: 9 6 | waste: 0/15
18: 9 6 | waste: 0/15
19: 3 10 | waste: 2/15
20: 7 | waste: 8/15
21: 9 6 | waste: 0/15
22: 8 7 | waste: 0/15
fitness: 0.921137 total_wastage: 13 found at: 187

result 14
0: 10 5 | waste: 0/15
1: 9 6 | waste: 0/15
2: 9 6 | waste: 0/15
3: 10 5 | waste: 0/15
4: 10 5 | waste: 0/15
5: 10 4 | waste: 1/15
6: 4 7 4 | waste: 0/15
7: 10 4 | waste: 1/15
8: 6 6 3 | waste: 0/15
9: 6 9 | waste: 0/15
10: 6 | waste: 9/15
11: 8 7 | waste: 0/15
12: 10 5 | waste: 0/15
13: 10 5 | waste: 0/15
14: 7 4 4 | waste: 0/15
15: 7 8 | waste: 0/15
16: 8 7 | waste: 0/15
17: 9 3 3 | waste: 0/15
18: 10 3 | waste: 2/15
19: 8 7 | waste: 0/15
20: 4 7 4 | waste: 0/15
21: 7 8 | waste: 0/15
22: 9 6 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 116

result 15
0: 7 8 | waste: 0/15
1: 10 5 | waste: 0/15
2: 9 3 3 | waste: 0/15
3: 10 4 | waste: 1/15
4: 10 5 | waste: 0/15
5: 6 | waste: 9/15
6: 7 4 4 | waste: 0/15
7: 10 4 | waste: 1/15
8: 8 7 | waste: 0/15
9: 10 5 | waste: 0/15
10: 7 4 4 | waste: 0/15
11: 10 5 | waste: 0/15
12: 7 4 4 | waste: 0/15
13: 9 6 | waste: 0/15
14: 9 6 | waste: 0/15
15: 8 7 | waste: 0/15
16: 8 7 | waste: 0/15
17: 9 6 | waste: 0/15
18: 9 6 | waste: 0/15
19: 10 5 | waste: 0/15
20: 7 8 | waste: 0/15
21: 6 3 6 | waste: 0/15
22: 10 3 | waste: 2/15
fitness: 0.923748 total_wastage: 13 found at: 42

result 16
0: 5 10 | waste: 0/15
1: 7 4 4 | waste: 0/15
2: 8 7 | waste: 0/15
3: 10 4 | waste: 1/15
4: 8 7 | waste: 0/15
5: 7 8 | waste: 0/15
6: 9 3 3 | waste: 0/15
7: 8 7 | waste: 0/15
8: 6 9 | waste: 0/15
9: 10 3 | waste: 2/15
10: 9 6 | waste: 0/15
11: 10 5 | waste: 0/15
12: 10 5 | waste: 0/15
13: 6 9 | waste: 0/15
14: 10 5 | waste: 0/15
15: 10 5 | waste: 0/15
16: 7 8 | waste: 0/15
17: 6 | waste: 9/15
18: 3 6 6 | waste: 0/15
19: 4 7 4 | waste: 0/15
20: 6 9 | waste: 0/15
21: 10 4 | waste: 1/15
22: 4 7 4 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 169

result 17
0: 10 5 | waste: 0/15
1: 8 7 | waste: 0/15
2: 9 6 | waste: 0/15
3: 4 7 4 | waste: 0/15
4: 6 | waste: 9/15
5: 9 6 | waste: 0/15
6: 9 6 | waste: 0/15
7: 7 4 4 | waste: 0/15
8: 4 4 7 | waste: 0/15
9: 10 3 | waste: 2/15
10: 10 5 | waste: 0/15
11: 6 9 | waste: 0/15
12: 8 7 | waste: 0/15
13: 10 4 | waste: 1/15
14: 3 6 3 3 | waste: 0/15
15: 8 7 | waste: 0/15
16: 10 4 | waste: 1/15
17: 8 7 | waste: 0/15
18: 8 7 | waste: 0/15
19: 10 5 | waste: 0/15
20: 10 5 | waste: 0/15
21: 10 5 | waste: 0/15
22: 6 9 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 93

result 18
0: 7 8 | waste: 0/15
1: 7 8 | waste: 0/15
2: 3 3 6 3 | waste: 0/15
3: 9 6 | waste: 0/15
4: 8 7 | waste: 0/15
5: 4 4 7 | waste: 0/15
6: 10 5 | waste: 0/15
7: 10 5 | waste: 0/15
8: 4 7 4 | waste: 0/15
9: 7 8 | waste: 0/15
10: 9 6 | waste: 0/15
11: 10 5 | waste: 0/15
12: 6 9 | waste: 0/15
13: 5 10 | waste: 0/15
14: 7 8 | waste: 0/15
15: 10 4 | waste: 1/15
16: 9 6 | waste: 0/15
17: 4 10 | waste: 1/15
18: 6 | waste: 9/15
19: 10 3 | waste: 2/15
20: 10 5 | waste: 0/15
21: 7 4 4 | waste: 0/15
22: 6 9 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 366

result 19
0: 10 4 | waste: 1/15
1: 7 4 4 | waste: 0/15
2: 7 4 4 | waste: 0/15
3: 10 5 | waste: 0/15
4: 10 5 | waste: 0/15
5: 10 3 | waste: 2/15
6: 8 7 | waste: 0/15
7: 10 5 | waste: 0/15
8: 7 4 4 | waste: 0/15
9: 10 5 | waste: 0/15
10: 6 9 | waste: 0/15
11: 10 4 | waste: 1/15
12: 9 3 3 | waste: 0/15
13: 6 6 3 | waste: 0/15
14: 6 | waste: 9/15
15: 9 6 | waste: 0/15
16: 10 5 | waste: 0/15
17: 9 6 | waste: 0/15
18: 6 9 | waste: 0/15
19: 7 8 | waste: 0/15
20: 7 8 | waste: 0/15
21: 8 7 | waste: 0/15
22: 8 7 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 825

result 20
0: 7 4 4 | waste: 0/15
1: 6 9 | waste: 0/15
2: 10 4 | waste: 1/15
3: 9 6 | waste: 0/15
4: 10 5 | waste: 0/15
5: 9 6 | waste: 0/15
6: 7 4 4 | waste: 0/15
7: 10 5 | waste: 0/15
8: 7 8 | waste: 0/15
9: 7 8 | waste: 0/15
10: 10 5 | waste: 0/15
11: 8 7 | waste: 0/15
12: 7 8 | waste: 0/15
13: 10 5 | waste: 0/15
14: 6 9 | waste: 0/15
15: 6 | waste: 9/15
16: 10 3 | waste: 2/15
17: 7 8 | waste: 0/15
18: 10 4 | waste: 1/15
19: 10 5 | waste: 0/15
20: 3 3 6 3 | waste: 0/15
21: 7 4 4 | waste: 0/15
22: 6 9 | waste: 0/15
fitness: 0.923748 total_wastage: 13 found at: 268


0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.921137, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748, 0.923748 
115, 58, 178, 392, 331, 157, 920, 93, 258, 488, 160, 87, 187, 116, 42, 169, 93, 366, 825, 268 
