
result 1
0: 1250 1200 1850 | waste: 0/4300
47: 1100 2100 1100 | waste: 0/4300
48: 1150 1900 1250 | waste: 0/4300
49: 2000 2000 | waste: 300/4300
50: 1200 2000 1100 | waste: 0/4300
51: 1900 1900 | waste: 500/4300
52: 1900 1900 | waste: 500/4300
fitness: 0.853226 total_wastage: 11370 found at: 732

result 3
0: 1850 1850 | waste: 600/4300
1: 1850 1900 | waste: 550/4300
2: 1050 2000 1250 | waste: 0/4300
3: 1900 1900 | waste: 500/4300
4: 1700 1250 1350 | waste: 0/4300
5: 2000 2000 | waste: 300/4300
6: 2220 2000 | waste: 80/4300
7: 2000 1050 1250 | waste: 0/4300
8: 1650 1700 | waste: 950/4300
9: 1850 1850 | waste: 600/4300
10: 2000 2000 | waste: 300/4300
11: 1900 1900 | waste: 500/4300
12: 1350 1700 1200 | waste: 50/4300
13: 2220 2000 | waste: 80/4300
14: 1300 1650 1350 | waste: 0/4300
15: 1850 1250 1200 | waste: 0/4300
16: 1950 2000 | waste: 350/4300
17: 2250 2050 | waste: 0/4300
18: 1850 1850 | waste: 600/4300
19: 1200 | waste: 3100/4300
20: 1300 1850 1150 | waste: 0/4300
21: 2100 2100 | waste: 100/4300
22: 1900 1200 1200 | waste: 0/4300
23: 1900 1900 | waste: 500/4300
24: 1950 1950 | waste: 400/4300
25: 2250 2050 | waste: 0/4300
26: 1200 1350 1700 | waste: 50/4300
27: 1100 2100 1100 | waste: 0/4300
28: 1900 1900 | waste: 500/4300
29: 2100 2100 | waste: 100/4300
30: 2100 1150 1050 | waste: 0/4300
31: 1200 2000 1100 | waste: 0/4300
32: 2100 2000 | waste: 200/4300
33: 1900 1200 1200 | waste: 0/4300
34: 1850 1350 1100 | waste: 0/4300
35: 2050 2250 | waste: 0/4300
36: 1350 1850 1100 | waste: 0/4300
37: 2100 2100 | waste: 100/4300
38: 2250 2050 | waste: 0/4300
39: 1100 1350 1850 | waste: 0/4300
40: 2100 2100 | waste: 100/4300
41: 2100 2100 | waste: 100/4300
42: 1900 1250 1150 | waste: 0/4300
43: 2220 2050 | waste: 30/4300
44: 2220 2050 | waste: 30/4300
45: 1700 1350 1250 | waste: 0/4300
46: 1350 1850 1100 | waste: 0/4300
47: 1200 1950 1150 | waste: 0/4300
48: 2100 2100 | waste: 100/4300
49: 1100 1900 1300 | waste: 0/4300
50: 1900 1900 | waste: 500/4300
51: 1950 2350 | waste: 0/4300
52: 2350 1950 | waste: 0/4300
fitness: 0.853048 total_wastage: 11370 found at: 545

result 4
0: 2050 2250 | waste: 0/4300
1: 2220 2050 | waste: 30/4300
2: 1700 1650 | waste: 950/4300
3: 1900 1900 | waste: 500/4300
4: 2000 2000 | waste: 300/4300
5: 2000 2220 | waste: 80/4300
6: 2350 1950 | waste: 0/4300
7: 2220 2000 | waste: 80/4300
8: 2220 2050 | waste: 30/4300
9: 1900 1150 1250 | waste: 0/4300
10: 1700 1350 1250 | waste: 0/4300
11: 1350 1350 1350 | waste: 250/4300
12: 2100 2100 | waste: 100/4300
13: 1850 1850 | waste: 600/4300
14: 2100 2100 | waste: 100/4300
15: 1900 1900 | waste: 500/4300
16: 1850 1350 1100 | waste: 0/4300
17: 2000 1200 1100 | waste: 0/4300
18: 1050 1300 1950 | waste: 0/4300
19: 1100 1200 2000 | waste: 0/4300
20: 1200 1900 1200 | waste: 0/4300
21: 2250 2050 | waste: 0/4300
22: 1700 1850 | waste: 750/4300
23: 1850 1100 1350 | waste: 0/4300
24: 1850 1850 | waste: 600/4300
25: 1050 1150 2100 | waste: 0/4300
26: 2250 2050 | waste: 0/4300
27: 1250 1850 1200 | waste: 0/4300
28: 2350 1950 | waste: 0/4300
29: 2000 2000 | waste: 300/4300
30: 2100 2100 | waste: 100/4300
31: 2100 2100 | waste: 100/4300
32: 1250 1700 1350 | waste: 0/4300
33: 1200 1900 1200 | waste: 0/4300
34: 1650 | waste: 2650/4300
35: 2000 1250 1050 | waste: 0/4300
36: 2050 2250 | waste: 0/4300
37: 2000 1950 | waste: 350/4300
38: 1200 1200 1900 | waste: 0/4300
39: 2100 2100 | waste: 100/4300
40: 2100 2100 | waste: 100/4300
41: 1100 1100 2100 | waste: 0/4300
42: 1700 1350 1250 | waste: 0/4300
43: 2100 2000 | waste: 200/4300
44: 1200 1950 1150 | waste: 0/4300
45: 1900 1900 | waste: 500/4300
46: 1900 1100 1300 | waste: 0/4300
47: 1900 1950 | waste: 450/4300
48: 1850 1150 1300 | waste: 0/4300
49: 1900 1850 | waste: 550/4300
50: 1900 1900 | waste: 500/4300
51: 1100 1850 1350 | waste: 0/4300
52: 1850 1850 | waste: 600/4300
fitness: 0.85235 total_wastage: 11370 found at: 794

result 5
0: 1650 1700 | waste: 950/4300
1: 1950 1950 | waste: 400/4300
2: 2000 2220 | waste: 80/4300
3: 1850 1850 | waste: 600/4300
4: 1100 1350 1850 | waste: 0/4300
5: 2000 1050 1250 | waste: 0/4300
6: 2220 2050 | waste: 30/4300
7: 1100 1150 2050 | waste: 0/4300
8: 1900 1900 | waste: 500/4300
9: 1700 1350 1200 | waste: 50/4300
10: 2250 2050 | waste: 0/4300
11: 1100 1900 1300 | waste: 0/4300
12: 1350 | waste: 2950/4300
13: 1700 1850 | waste: 750/4300
14: 2100 2100 | waste: 100/4300
15: 2000 2000 | waste: 300/4300
16: 1850 1850 | waste: 600/4300
17: 2100 2100 | waste: 100/4300
18: 2220 2000 | waste: 80/4300
19: 2050 2250 | waste: 0/4300
20: 1150 1950 1200 | waste: 0/4300
21: 2100 2100 | waste: 100/4300
22: 1900 1350 1050 | waste: 0/4300
23: 1900 1900 | waste: 500/4300
24: 2350 1950 | waste: 0/4300
25: 1250 1700 1350 | waste: 0/4300
26: 1200 2000 1100 | waste: 0/4300
27: 1850 1250 1200 | waste: 0/4300
28: 1900 1350 1050 | waste: 0/4300
29: 1700 1350 1200 | waste: 50/4300
30: 2250 2050 | waste: 0/4300
31: 2100 2100 | waste: 100/4300
32: 1900 1900 | waste: 500/4300
33: 1850 1350 1100 | waste: 0/4300
34: 2000 2000 | waste: 300/4300
35: 2220 2000 | waste: 80/4300
36: 1850 1200 1250 | waste: 0/4300
37: 1250 1850 1200 | waste: 0/4300
38: 1850 1850 | waste: 600/4300
39: 1300 1650 1350 | waste: 0/4300
40: 1900 1850 | waste: 550/4300
41: 1100 2100 1100 | waste: 0/4300
42: 2000 2000 | waste: 300/4300
43: 2350 1950 | waste: 0/4300
44: 1250 1900 1150 | waste: 0/4300
45: 1950 1200 1150 | waste: 0/4300
46: 2100 2100 | waste: 100/4300
47: 1100 1900 1300 | waste: 0/4300
48: 2050 2250 | waste: 0/4300
49: 1900 1900 | waste: 500/4300
50: 1200 1900 1200 | waste: 0/4300
51: 2100 2100 | waste: 100/4300
52: 2100 2100 | waste: 100/4300
fitness: 0.852596 total_wastage: 11370 found at: 512
