
result 1
0: 10 7 8 | waste: 0/25
14: 7 6 7 5 | waste: 0/25
15: 8 6 11 | waste: 0/25
16: 10 8 7 | waste: 0/25
17: 7 11 7 | waste: 0/25
18: 11 8 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 136

result 8
0: 8 10 7 | waste: 0/25
1: 8 5 6 6 | waste: 0/25
2: 7 7 11 | waste: 0/25
3: 7 7 11 | waste: 0/25
4: 10 10 5 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 7 7 11 | waste: 0/25
7: 9 10 6 | waste: 0/25
8: 7 11 7 | waste: 0/25
9: 5 9 6 5 | waste: 0/25
10: 9 10 6 | waste: 0/25
11: 6 8 5 6 | waste: 0/25
12: 8 6 | waste: 11/25
13: 9 11 5 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 6 6 8 5 | waste: 0/25
16: 6 11 8 | waste: 0/25
17: 12 7 6 | waste: 0/25
18: 8 10 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 102

result 9
0: 7 6 6 6 | waste: 0/25
1: 8 10 7 | waste: 0/25
2: 7 11 7 | waste: 0/25
3: 8 6 11 | waste: 0/25
4: 7 7 11 | waste: 0/25
5: 12 7 6 | waste: 0/25
6: 11 6 8 | waste: 0/25
7: 10 10 5 | waste: 0/25
8: 11 8 6 | waste: 0/25
9: 5 9 5 6 | waste: 0/25
10: 7 11 7 | waste: 0/25
11: 8 6 11 | waste: 0/25
12: 8 10 7 | waste: 0/25
13: 7 11 7 | waste: 0/25
14: 9 5 | waste: 11/25
15: 8 7 5 5 | waste: 0/25
16: 7 7 5 6 | waste: 0/25
17: 10 9 6 | waste: 0/25
18: 10 9 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 187

result 10
0: 9 11 5 | waste: 0/25
1: 7 12 6 | waste: 0/25
2: 6 8 11 | waste: 0/25
3: 8 5 6 6 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 10 8 7 | waste: 0/25
6: 8 10 7 | waste: 0/25
7: 7 7 | waste: 11/25
8: 7 6 6 6 | waste: 0/25
9: 10 5 10 | waste: 0/25
10: 7 7 5 6 | waste: 0/25
11: 7 11 7 | waste: 0/25
12: 7 7 5 6 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 7 11 7 | waste: 0/25
15: 11 8 6 | waste: 0/25
16: 8 10 7 | waste: 0/25
17: 10 9 6 | waste: 0/25
18: 11 9 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 94

result 11
0: 8 5 6 6 | waste: 0/25
1: 7 7 11 | waste: 0/25
2: 10 9 6 | waste: 0/25
3: 8 11 6 | waste: 0/25
4: 8 10 7 | waste: 0/25
5: 10 10 5 | waste: 0/25
6: 11 9 5 | waste: 0/25
7: 8 11 6 | waste: 0/25
8: 7 7 6 5 | waste: 0/25
9: 10 8 7 | waste: 0/25
10: 7 7 | waste: 11/25
11: 9 10 6 | waste: 0/25
12: 6 8 6 5 | waste: 0/25
13: 7 11 7 | waste: 0/25
14: 11 7 7 | waste: 0/25
15: 7 7 6 5 | waste: 0/25
16: 9 11 5 | waste: 0/25
17: 6 7 12 | waste: 0/25
18: 11 8 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 104

result 12
0: 10 10 5 | waste: 0/25
1: 7 11 7 | waste: 0/25
2: 8 11 6 | waste: 0/25
3: 9 11 5 | waste: 0/25
4: 11 5 9 | waste: 0/25
5: 7 7 | waste: 11/25
6: 11 8 6 | waste: 0/25
7: 10 7 8 | waste: 0/25
8: 10 9 6 | waste: 0/25
9: 12 8 5 | waste: 0/25
10: 7 6 7 5 | waste: 0/25
11: 11 6 8 | waste: 0/25
12: 10 8 7 | waste: 0/25
13: 7 7 5 6 | waste: 0/25
14: 7 7 6 5 | waste: 0/25
15: 6 7 6 6 | waste: 0/25
16: 7 7 11 | waste: 0/25
17: 10 9 6 | waste: 0/25
18: 8 11 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 115

result 13
0: 12 7 6 | waste: 0/25
1: 7 11 7 | waste: 0/25
2: 9 11 5 | waste: 0/25
3: 6 8 11 | waste: 0/25
4: 7 7 6 5 | waste: 0/25
5: 11 8 6 | waste: 0/25
6: 8 6 6 5 | waste: 0/25
7: 6 10 9 | waste: 0/25
8: 6 7 6 6 | waste: 0/25
9: 8 10 7 | waste: 0/25
10: 7 7 6 5 | waste: 0/25
11: 10 10 5 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 9 11 5 | waste: 0/25
14: 6 11 8 | waste: 0/25
15: 10 8 7 | waste: 0/25
16: 7 7 | waste: 11/25
17: 10 8 7 | waste: 0/25
18: 11 9 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 138

result 14
0: 11 8 6 | waste: 0/25
1: 8 10 7 | waste: 0/25
2: 10 9 6 | waste: 0/25
3: 7 11 7 | waste: 0/25
4: 11 5 9 | waste: 0/25
5: 7 8 5 5 | waste: 0/25
6: 11 7 7 | waste: 0/25
7: 8 11 6 | waste: 0/25
8: 8 6 6 5 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 10 10 5 | waste: 0/25
11: 10 9 6 | waste: 0/25
12: 6 7 6 6 | waste: 0/25
13: 11 7 7 | waste: 0/25
14: 11 6 8 | waste: 0/25
15: 10 7 8 | waste: 0/25
16: 7 7 | waste: 11/25
17: 9 5 5 6 | waste: 0/25
18: 12 7 6 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 114

result 15
0: 9 6 5 5 | waste: 0/25
1: 11 6 8 | waste: 0/25
2: 7 6 7 5 | waste: 0/25
3: 8 11 6 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 12 7 6 | waste: 0/25
6: 10 10 5 | waste: 0/25
7: 11 7 7 | waste: 0/25
8: 11 7 7 | waste: 0/25
9: 10 9 6 | waste: 0/25
10: 7 6 6 6 | waste: 0/25
11: 7 10 8 | waste: 0/25
12: 11 9 5 | waste: 0/25
13: 7 7 11 | waste: 0/25
14: 7 11 7 | waste: 0/25
15: 8 5 6 6 | waste: 0/25
16: 8 6 | waste: 11/25
17: 10 8 7 | waste: 0/25
18: 10 8 7 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 178

result 16
0: 11 9 5 | waste: 0/25
1: 7 7 | waste: 11/25
2: 11 6 8 | waste: 0/25
3: 6 6 7 6 | waste: 0/25
4: 6 9 5 5 | waste: 0/25
5: 8 11 6 | waste: 0/25
6: 7 5 7 6 | waste: 0/25
7: 9 11 5 | waste: 0/25
8: 8 11 6 | waste: 0/25
9: 7 7 11 | waste: 0/25
10: 6 7 6 6 | waste: 0/25
11: 8 7 10 | waste: 0/25
12: 10 10 5 | waste: 0/25
13: 10 10 5 | waste: 0/25
14: 12 7 6 | waste: 0/25
15: 7 7 11 | waste: 0/25
16: 7 11 7 | waste: 0/25
17: 10 8 7 | waste: 0/25
18: 9 8 8 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 168

result 17
0: 8 6 6 5 | waste: 0/25
1: 10 10 5 | waste: 0/25
2: 9 10 6 | waste: 0/25
3: 7 6 6 6 | waste: 0/25
4: 11 9 5 | waste: 0/25
5: 11 7 7 | waste: 0/25
6: 10 10 5 | waste: 0/25
7: 6 6 8 5 | waste: 0/25
8: 11 8 6 | waste: 0/25
9: 8 12 5 | waste: 0/25
10: 6 11 8 | waste: 0/25
11: 8 11 6 | waste: 0/25
12: 9 7 9 | waste: 0/25
13: 11 7 7 | waste: 0/25
14: 7 11 7 | waste: 0/25
15: 7 7 | waste: 11/25
16: 11 7 7 | waste: 0/25
17: 8 10 7 | waste: 0/25
18: 7 7 6 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 62

result 18
0: 9 8 8 | waste: 0/25
1: 7 7 | waste: 11/25
2: 6 10 9 | waste: 0/25
3: 5 6 7 7 | waste: 0/25
4: 10 10 5 | waste: 0/25
5: 7 7 6 5 | waste: 0/25
6: 7 11 7 | waste: 0/25
7: 6 8 6 5 | waste: 0/25
8: 10 10 5 | waste: 0/25
9: 11 7 7 | waste: 0/25
10: 7 12 6 | waste: 0/25
11: 9 10 6 | waste: 0/25
12: 11 7 7 | waste: 0/25
13: 8 6 11 | waste: 0/25
14: 6 7 7 5 | waste: 0/25
15: 11 6 8 | waste: 0/25
16: 11 9 5 | waste: 0/25
17: 11 8 6 | waste: 0/25
18: 6 8 11 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 255

result 19
0: 6 8 11 | waste: 0/25
1: 6 5 8 6 | waste: 0/25
2: 7 6 6 6 | waste: 0/25
3: 8 11 6 | waste: 0/25
4: 9 6 10 | waste: 0/25
5: 7 8 10 | waste: 0/25
6: 11 7 7 | waste: 0/25
7: 10 8 7 | waste: 0/25
8: 11 9 5 | waste: 0/25
9: 11 9 5 | waste: 0/25
10: 6 7 12 | waste: 0/25
11: 10 10 5 | waste: 0/25
12: 6 7 7 5 | waste: 0/25
13: 7 11 7 | waste: 0/25
14: 8 10 7 | waste: 0/25
15: 5 9 11 | waste: 0/25
16: 6 11 8 | waste: 0/25
17: 5 6 7 7 | waste: 0/25
18: 7 7 | waste: 11/25
fitness: 0.964202 total_wastage: 11 found at: 77

result 20
0: 11 8 6 | waste: 0/25
1: 9 11 5 | waste: 0/25
2: 7 7 | waste: 11/25
3: 11 8 6 | waste: 0/25
4: 6 7 6 6 | waste: 0/25
5: 7 11 7 | waste: 0/25
6: 8 10 7 | waste: 0/25
7: 10 5 5 5 | waste: 0/25
8: 5 7 7 6 | waste: 0/25
9: 7 11 7 | waste: 0/25
10: 11 7 7 | waste: 0/25
11: 9 7 9 | waste: 0/25
12: 12 7 6 | waste: 0/25
13: 8 11 6 | waste: 0/25
14: 11 6 8 | waste: 0/25
15: 9 10 6 | waste: 0/25
16: 7 10 8 | waste: 0/25
17: 5 8 6 6 | waste: 0/25
18: 10 10 5 | waste: 0/25
fitness: 0.964202 total_wastage: 11 found at: 187


0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202, 0.964202 
272, 71, 68, 147, 174, 78, 136, 102, 187, 94, 104, 115, 138, 114, 178, 168, 62, 255, 77, 187 
